club_id,uefa_team_id,opta_team_id,opta_global_rank,opta_power_rating,opta_team_name,opta_club_name,opta_association,opta_domestic_league
AO-UEFA-2605472,2605472,7gmb3yf0l30i996xp4cqt5u9p,505,77.4890916715,Puskás,Puskás Akadémia FC,Hungary,NB I
AO-UEFA-59341,59341,1rfuyt1v2hq9gp7xi55x56fi2,1756,67.5887337491,Flora,FC Flora Tallinn,Estonia,Premium liiga
AO-UEFA-77482,77482,8952lfdnv83lu5eik36jp1znu,1003,72.5652755487,FCI Levadia,Tallinna FCI Levadia,Estonia,Premium liiga
AO-UEFA-64467,64467,2udrm008c4g48fy6s25m1zfd9,1396,69.6768797557,Dila,FC Dila Gori,Georgia,Erovnuli Liga
AO-UEFA-61601,61601,c6q7rcydz4bslvyiw1l9nb9vq,665,75.8158494446,Žilina,MŠK Žilina,Slovakia,1. liga
AO-UEFA-50134,50134,94p0uurlgchf82q5ydhyapm7h,3136,61.8874497142,Linfield,Linfield FC,Northern Ireland,Premiership
AO-UEFA-2607112,2607112,1gb1u8v90q0v14qtkm24chs4n,1028,72.3629952557,Petrocub,CS Petrocub Hînceşti,Moldova,Super Liga
AO-UEFA-2605907,2605907,1qwvjhbjm0zt4dgbfyhj5ic79,922,73.2625973564,Kauno Žalgiris,FK Kauno Žalgiris,Lithuania,Toplyga
AO-UEFA-85008,85008,6ehepmlp6lxt0cvhis2tnzmjj,4604,56.9568538754,Dungannon Swifts,Dungannon Swifts FC,Northern Ireland,Premiership
AO-UEFA-52876,52876,6wqpjldp6k1dpun59bqsz7jrt,1317,70.2596874826,Partizani Tirana,KF Partizani Tirana,Albania,Superliga
AO-UEFA-52966,52966,4mo70a9j7p2ersbrieg5aw3dg,2250,65.2954685417,KA,KA Akureyri,Iceland,Besta deild
AO-UEFA-2605575,2605575,117gebg7w7g65l2gfzcy1i575,2011,66.3618727531,St Joseph's,St Joseph's FC,Gibraltar,Premier Division
AO-UEFA-2610274,2610274,dbdao4og2npxkgwkkan30knze,861,73.8067158062,FC Košice,FC Košice,Slovakia,1. liga
AO-UEFA-62171,62171,bdd46gvlzs61006ojuan7sd5g,2607,63.9098308328,Birkirkara,Birkirkara FC,Malta,Premier League
AO-UEFA-64381,64381,doer7kikrtjedg8uuwa8rrrn5,1334,70.1013433103,Željezničar,FK Željezničar Sarajevo,Bosnia and Herzegovina,Premijer Liga
AO-UEFA-59025,59025,6foqbb98vw3n9fvcmgjm6wdqn,1582,68.5408494680,HB,HB Tórshavn,Faroe Islands,Meistaradeildin
AO-UEFA-59036,59036,2yzlrvk4m7lpi4wa4leshqagk,1255,70.6797264816,Zimbru,FC Zimbru Chişinău,Moldova,Super Liga
AO-UEFA-53078,53078,dfjnxj9vmk8l3e8nrql4vg9fl,2361,64.8546413182,Budućnost,FK Budućnost Podgorica,Montenegro,First League
AO-UEFA-62180,62180,ct5bxskoczd1sizdp0sv6up7s,2097,65.9434660841,FC Santa Coloma,FC Santa Coloma,Andorra,1a Divisió
AO-UEFA-2605905,2605905,8sdwl1q76c1wmj5pj0hz2w8cz,998,72.6019200788,Iberia 1999,FC Iberia 1999,Georgia,Erovnuli Liga
AO-UEFA-52309,52309,axyphoc3w7qr7cwygrn30fzpu,1177,71.2961897761,Differdange 03,FC Differdange 03,Luxembourg,National Division
AO-UEFA-59871,59871,dwqmyoxorsdxolgeg3hy9ujf1,1416,69.5852400132,Sileks,FK Sileks,North Macedonia,First League
AO-UEFA-82825,82825,e881yj9z884poj2x0wak5diuo,664,75.8235422946,Ordabasy,FK Ordabasy Shymkent,Kazakhstan,Premier League
AO-UEFA-59325,59325,du6s5ma69psb2yrcg7o83jneb,1703,67.8442786474,Víkingur,Víkingur Gøta,Faroe Islands,Meistaradeildin
AO-UEFA-50161,50161,bschq9e72atozq6g9ufvko950,597,76.4876698353,Dinamo Minsk,FK Dinamo Minsk,Belarus,Premier League
AO-UEFA-64374,64374,azfxqr8km2gusov0ahqgq51f2,1246,70.7416678250,Dinamo Brest,FK Dinamo Brest,Belarus,Premier League
AO-UEFA-64471,64471,2uml5k81v2tv5i7noj5mozguj,1346,70.0236363965,Torpedo Kutaisi,FC Torpedo Kutaisi,Georgia,Erovnuli Liga
AO-UEFA-50060,50060,acdg6tq939mzvm80c0z90uxbi,1174,71.3376035368,Hamrun Spartans,Hamrun Spartans FC,Malta,Premier League
AO-UEFA-60457,60457,85l2ewv17mqmw3otdletjc36,1432,69.4829689953,The New Saints,The New Saints FC,Wales,Premier League
AO-UEFA-59028,59028,4tp84mwagxlkpla801f50njpb,2027,66.2962324227,F91 Dudelange,F91 Dudelange,Luxembourg,National Division
AO-UEFA-2611789,2611789,a60ufzrtuj1dkkmxtnjchah3o,1007,72.5418253857,Malisheva,KF Malisheva,Kosovo,Superliga
AO-UEFA-2602520,2602520,ea3yd0dgq6uy6pupkpn17j5xg,1293,70.4330566318,SJK,Seinäjoen Jalkapallokerho,Finland,Veikkausliiga
AO-UEFA-2600105,2600105,dov4tu4y70u1l4gc47280fxlu,2619,63.8566454626,Dečić,FK Dečić,Montenegro,First League
AO-UEFA-64508,64508,8l7k4sc5qar1h6wcco71j0fsc,6397,51.3242627455,La Fiorita,SP La Fiorita,San Marino,Campionato
AO-UEFA-2606314,2606314,dozumun3c1iyou6uruj9e8ei6,4010,58.7220953751,Penybont,Penybont FC,Wales,Premier League
AO-UEFA-64348,64348,eldef4g8gikucxy1xdnj4jgsi,1637,68.1837719205,Banga,FK Banga Gargždai,Lithuania,Toplyga
AO-UEFA-77866,77866,3qmloxmolo1ydf5n3l2e4gqxk,1040,72.2673503879,Urartu,FC Urartu,Armenia,Premier League
AO-UEFA-2603092,2603092,9jbo73wambhvqdu8hz87q6q57,1575,68.5980392380,UNA Strassen,FC UNA Strassen,Luxembourg,National Division
AO-UEFA-64514,64514,1cn7kuxtegfn6he1600he43qg,6706,50.6070538028,Tre Fiori,SP Tre Fiori,San Marino,Campionato
AO-UEFA-73936,73936,7z96mlqdlobsxna5du1chzdnr,2208,65.4623315831,Sutjeska,FK Sutjeska Nikšić,Montenegro,First League
AO-UEFA-52991,52991,duykkqn0ga5fcpx7d1bdpdw7a,3529,60.4953762628,Cliftonville,Cliftonville FC,Northern Ireland,Premiership
AO-UEFA-2607108,2607108,7q9rtpy2dnzzah7dr523n5syd,2183,65.5782170047,Hegelmann,FC Hegelmann,Lithuania,Toplyga
AO-UEFA-69601,69601,db6g6xcwyh9vtf1zr7yylpxgl,4432,57.4245872617,Rabotnički,FK Rabotnički Skopje,North Macedonia,Second League
AO-UEFA-2611621,2611621,oi708995c54gdqni76i7omi,2301,65.0809256446,Spaeri,Spaeri FC,Georgia,Erovnuli Liga
AO-UEFA-52640,52640,4a542bmlacp4513ji3xvibtay,2849,62.9216287384,Hibernians,Paola Hibernians FC,Malta,Premier League
AO-UEFA-88135,88135,8k1u9vuetmkqc1d74i44i7drx,2456,64.4607384113,Racing,Racing FC Union Lëtzebuerg,Luxembourg,National Division
AO-UEFA-64283,64283,bczfjrx9ttgqygv8g1gjzn8sm,4550,57.1205844639,Haverfordwest County,Haverfordwest County AFC,Wales,Premier League
AO-UEFA-2606279,2606279,54qtdmwvlye9o9wpti1sph093,5456,54.1996920433,Magpies,FC Magpies,Gibraltar,Premier Division
AO-UEFA-64516,64516,1mni16kannw0s2tzcxzwoakik,5453,54.2059353053,Virtus,SS Virtus,San Marino,Campionato
