season,team_id,domestic_position,league_team_count,is_league_champion,is_cup_winner,european_entry_type,competition,entry_round
2021/22,95,,,False,False,N3,UECL,ECL-Q2
2021/22,96,,,True,False,CH,UEL,CL-Q2
2021/22,97,,,False,True,CW,UECL,ECL-Q3
2021/22,98,,,False,False,N3,UECL,ECL-Q1
2021/22,99,,,True,False,CH,UEL,CL-Q1
2021/22,100,,,False,False,N2,UECL,ECL-Q1
2021/22,101,,,False,True,CW,UECL,ECL-Q2
2021/22,102,,,False,False,N4,UECL,ECL-Q1
2021/22,103,,,False,False,N2,UECL,ECL-Q1
2021/22,104,,,False,False,N3,UECL,ECL-Q1
2021/22,105,,,True,False,CH,UECL,CL-Q1
2021/22,106,,,False,False,N2,UECL,ECL-Q1
2021/22,107,,,False,True,CW,UECL,ECL-Q1
2021/22,108,,,True,False,CH,UECL,CL-Q1
2021/22,109,,,False,False,N3,UECL,ECL-Q1
2021/22,110,,,False,False,N4,UECL,ECL-Q2
2021/22,111,,,False,False,N3,UECL,ECL-Q2
2021/22,112,,,True,False,CH,UECL,CL-Q1
2021/22,113,,,False,True,CW,UECL,ECL-Q2
2021/22,114,,,False,False,N2,UCL,CL-GS
2021/22,115,,,False,False,N7,UECL,ECL-PO
2021/22,116,,,False,False,N3,UEL,CL-GS
2021/22,117,,,True,False,CH,UCL,CL-GS
2021/22,118,,,False,True,N4,UCL,CL-GS
2021/22,119,,,False,False,N6,UEL,EL-GS
2021/22,120,,,False,False,N5,UEL,EL-GS
2021/22,121,,,False,False,N3,UECL,ECL-Q2
2021/22,122,,,True,False,CH,UECL,CL-Q1
2021/22,123,,,False,False,N4,UECL,ECL-Q2
2021/22,124,,,False,False,N2,UECL,ECL-Q2
2021/22,125,,,False,False,N2,UECL,ECL-Q1
2021/22,126,,,True,False,CH,UECL,CL-PR
2021/22,127,,,False,True,CW,UECL,ECL-Q1
2021/22,128,,,False,True,CW,UECL,ECL-Q1
2021/22,129,,,False,False,N2,UECL,ECL-Q1
2021/22,130,,,True,False,CH,UECL,CL-Q1
2021/22,131,,,False,False,N3,UECL,ECL-Q1
2021/22,132,,,False,True,CW,UECL,ECL-Q2
2021/22,133,,,False,True,CW,UECL,ECL-Q2
2021/22,134,,,False,False,N3,UECL,ECL-Q1
2021/22,135,,,False,False,N2,UECL,ECL-Q1
2021/22,136,,,True,False,CH,UECL,CL-Q1
2021/22,137,,,True,False,CH,UECL,CL-Q1
2021/22,138,,,False,False,N2,UECL,ECL-Q2
2021/22,139,,,False,False,N4,UECL,ECL-Q1
2021/22,140,,,False,False,N3,UECL,ECL-Q1
2021/22,141,,,False,False,N4,UECL,ECL-Q1
2021/22,142,,,False,False,N3,UECL,ECL-Q1
2021/22,143,,,False,False,N2,UECL,CL-Q1
2021/22,144,,,False,False,N6,UECL,ECL-Q1
2021/22,145,,,False,False,N3,UECL,ECL-Q1
2021/22,146,,,False,False,N2,UECL,ECL-Q1
2021/22,147,,,False,True,CW,UECL,ECL-Q1
2021/22,148,,,True,False,CH,UEL,CL-Q1
2021/22,149,,,True,True,CH,UECL,CL-Q1
2021/22,150,,,False,False,N3,UECL,ECL-Q1
2021/22,151,,,False,False,N4,UECL,ECL-Q1
2021/22,152,,,False,False,N2,UECL,ECL-Q1
2021/22,153,,,False,False,N3,UECL,EL-PO
2021/22,154,,,True,True,CH,UCL,CL-GS
2021/22,155,,,False,False,N5,UECL,ECL-Q2
2021/22,156,,,False,False,N2,UECL,CL-Q2nc
2021/22,157,,,False,False,N4,UECL,ECL-Q3
2021/22,158,,,False,False,N3,UECL,ECL-Q1
2021/22,159,,,False,False,N2,UECL,ECL-Q1
2021/22,160,,,True,False,CH,UECL,CL-Q1
2021/22,161,,,False,True,CW,UECL,ECL-Q1
2021/22,162,,,False,False,N2,UECL,ECL-Q1
2021/22,163,,,False,False,N3,UECL,ECL-Q1
2021/22,164,,,False,False,N4,UECL,ECL-Q1
2021/22,165,,,True,True,CH,UECL,CL-Q1
2021/22,166,,,True,False,CH,UECL,CL-Q1
2021/22,167,,,False,False,N2,UECL,ECL-Q2
2021/22,168,,,False,False,N4,UECL,ECL-Q2
2021/22,169,,,False,False,N3,UECL,ECL-Q2
2021/22,170,,,True,False,CH,UEL,CL-Q1
2021/22,171,,,False,False,N3,UECL,ECL-Q2
2021/22,172,,,False,True,CW,UECL,ECL-Q2
2021/22,173,,,False,False,N4,UECL,ECL-Q1
2021/22,174,,,False,False,N3,UCL,CL-Q3nc
2021/22,175,,,False,False,N6,UECL,ECL-Q2
2021/22,176,,,False,False,N2,UEL,CL-GS
2021/22,177,,,False,False,N5,UECL,ECL-Q3
2021/22,178,,,False,True,CW,UEL,EL-GS
2021/22,179,,,True,False,CH,UCL,CL-GS
2021/22,180,,,True,False,CH,UECL,CL-Q1
2021/22,181,,,False,False,N2,UECL,ECL-Q2
2021/22,182,,,False,False,N4,UECL,ECL-Q2
2021/22,183,,,False,True,CW,UECL,ECL-Q2
2021/22,184,,,False,False,N5,UECL,ECL-Q2
2021/22,185,,,False,True,CW,UEL,EL-GS
2021/22,186,,,False,False,N4,UECL,ECL-Q3
2021/22,187,,,False,False,N2,UEL,CL-Q3nc
2021/22,188,,,True,False,CH,UEL,CL-GS
2021/22,189,,,True,False,CH,UECL,CL-PR
2021/22,190,,,False,True,CW,UECL,ECL-Q1
2021/22,191,,,False,False,N2,UECL,ECL-Q1
2021/22,192,,,False,False,N4,UECL,ECL-Q2
2021/22,193,,,False,False,N2,UECL,CL-Q2nc
2021/22,194,,,True,False,CH,UEL,CL-Q3
2021/22,195,,,False,False,N3,UECL,ECL-Q2
2021/22,196,,,False,True,CW,UECL,EL-Q3
2021/22,197,,,False,False,N3,UECL,ECL-Q2
2021/22,198,,,False,False,N2,UECL,ECL-Q2
2021/22,199,,,True,True,CH,UEL,CL-Q2
2021/22,200,,,False,False,N4,UECL,ECL-Q2
2021/22,201,,,False,False,N2,UECL,ECL-Q2
2021/22,202,,,False,False,N4,UECL,ECL-Q1
2021/22,203,,,True,True,CH,UECL,CL-Q1
2021/22,204,,,False,False,N3,UECL,ECL-Q1
2021/22,205,,,True,False,CH,UECL,CL-Q1
2021/22,206,,,False,False,N4,UECL,ECL-Q1
2021/22,207,,,False,False,N2,UECL,ECL-Q1
2021/22,208,,,False,True,CW,UECL,ECL-Q2
2021/22,209,,,True,False,CH,UCL,CL-GS
2021/22,210,,,False,True,N3,UEL,CL-GS
2021/22,211,,,False,False,N6,UEL,EL-GS
2021/22,212,,,False,False,N2,UCL,CL-GS
2021/22,213,,,False,False,N5,UEL,EL-GS
2021/22,214,,,False,False,N4,UEL,CL-GS
2021/22,215,,,False,False,EL-TH,UCL,CL-GS
2021/22,216,,,False,False,N3,UECL,ECL-Q2
2021/22,217,,,False,True,CW,UECL,ECL-Q2
2021/22,218,,,False,False,N2,UECL,ECL-Q2
2021/22,219,,,True,False,CH,UCL,CL-Q1
2021/22,220,,,False,False,N2,UECL,ECL-Q2
2021/22,221,,,False,True,CW,UECL,ECL-Q3
2021/22,222,,,False,False,N3,UECL,ECL-Q2
2021/22,223,,,True,False,CH,UCL,CL-Q2
2021/22,224,,,True,True,CH,UCL,CL-GS
2021/22,225,,,False,False,N3,UECL,EL-PO
2021/22,226,,,False,False,N2,UEL,CL-Q2nc
2021/22,227,,,False,False,N5,UECL,ECL-Q2
2021/22,228,,,False,False,N4,UECL,ECL-Q3
2021/22,229,,,True,True,CH,UCL,CL-GS
2021/22,230,,,False,False,N4,UECL,ECL-Q3
2021/22,231,,,False,False,N2,UCL,CL-Q3nc
2021/22,232,,,False,False,N5,UECL,ECL-Q2
2021/22,233,,,False,False,N3,UECL,EL-PO
2021/22,234,,,False,False,N3,UECL,ECL-Q1
2021/22,235,,,True,False,CH,UECL,CL-Q1
2021/22,236,,,False,False,N4,UECL,ECL-Q1
2021/22,237,,,False,False,N2,UECL,ECL-Q1
