match_id,season,kickoff_utc,competition,round,home_team_id,away_team_id,tie_id,stage,is_knockout,is_tie_decider,advanced_team_id,home_goals,away_goals,is_neutral,decided_on_penalties,home_power_pre,away_power_pre,home_reserve_pre,away_reserve_pre,home_live_pre,away_live_pre,effective_rating_difference,expected_home_score,expected_score_semantics,home_win_probability,draw_probability,away_win_probability,probability_semantics,actual_home_score,goal_difference_enabled,goal_alpha,goal_tau,goal_difference_cap,goal_difference,goal_multiplier,power_delta,home_reserve_delta,away_reserve_delta,home_power_post,away_power_post,home_reserve_post,away_reserve_post,home_live_post,away_live_post,winner_probability,progression_reserve_added,trophy_reserve_added,model_version,config_id
pilot20-011,2026/27,2026-09-17T17:00:00Z,UCL,League Stage,T08,T04,,LEAGUE,False,False,,0,2,False,False,1230.8501653251833,1674.8506505070022,0.0,0.0,1230.8501653251833,1674.8506505070022,-295.4562189904939,0.30699650044871407,"normalized match points: win=1, draw=0.5, loss=0",0.20487666885145484,0.20423966319451847,0.5908836679540267,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,0.0,False,0.0,300.0,4,2,1.0,-31.92179891772131,0.0,0.0,1198.928366407462,1706.7724494247236,0.0,0.0,1198.928366407462,1706.7724494247236,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,25b5d1f4ef92f5a3
pilot20-012,2026/27,2026-09-17T17:05:00Z,UCL,League Stage,T07,T03,,LEAGUE,False,False,,0,4,False,False,1325.0876224348897,1763.408307976563,0.0,0.0,1325.0876224348897,1763.408307976563,-289.7764193503483,0.31033648292158067,"normalized match points: win=1, draw=0.5, loss=0",0.20760316278264748,0.20546664027786637,0.5869301969394861,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,0.0,False,0.0,300.0,4,4,1.0,-32.26909358958801,0.0,0.0,1292.8185288453017,1795.677401566151,0.0,0.0,1292.8185288453017,1795.677401566151,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,25b5d1f4ef92f5a3
pilot20-013,2026/27,2026-09-17T17:10:00Z,UCL,League Stage,T06,T02,,LEAGUE,False,False,,2,2,False,False,1416.591692023437,1854.9123775651103,0.0,0.0,1416.591692023437,1854.9123775651103,-289.7764193503483,0.31033648292158067,"normalized match points: win=1, draw=0.5, loss=0",0.20760316278264748,0.20546664027786637,0.5869301969394861,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,0.5,False,0.0,300.0,4,0,1.0,19.72139957737575,0.0,0.0,1436.3130916008126,1835.1909779877346,0.0,0.0,1436.3130916008126,1835.1909779877346,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,25b5d1f4ef92f5a3
pilot20-014,2026/27,2026-09-17T17:15:00Z,UCL,League Stage,T05,T01,,LEAGUE,False,False,,1,2,False,False,1505.1493494929978,1949.1498346748167,0.0,0.0,1505.1493494929978,1949.1498346748167,-295.4562189904939,0.30699650044871407,"normalized match points: win=1, draw=0.5, loss=0",0.20487666885145484,0.20423966319451847,0.5908836679540267,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,0.0,False,0.0,300.0,4,1,1.0,-31.92179891772131,0.0,0.0,1473.2275505752764,1981.071633592538,0.0,0.0,1473.2275505752764,1981.071633592538,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,25b5d1f4ef92f5a3
pilot20-015,2026/27,2026-09-17T17:20:00Z,UEL,League Stage,T14,T11,,LEAGUE,False,False,,0,4,False,False,1148.2744268470983,1553.585459041475,0.0,0.0,1148.2744268470983,1553.585459041475,-256.76676600305154,0.33013360057921515,"normalized match points: win=1, draw=0.5, loss=0",0.22398380553226233,0.21229959009390564,0.563716604373832,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,0.0,False,0.0,300.0,4,4,1.0,-34.327617410197654,0.0,0.0,1113.9468094369006,1587.9130764516726,0.0,0.0,1113.9468094369006,1587.9130764516726,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,25b5d1f4ef92f5a3
pilot20-016,2026/27,2026-09-17T17:25:00Z,UEL,League Stage,T13,T09,,LEAGUE,False,False,,2,0,False,False,1363.4351709150515,1771.7255731529017,0.0,0.0,1363.4351709150515,1771.7255731529017,-259.7461360465252,0.3283204581120776,"normalized match points: win=1, draw=0.5, loss=0",0.22246791336144411,0.21170508950126699,0.5658269971372889,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,1.0,False,0.0,300.0,4,2,1.0,69.84190126582676,0.0,0.0,1433.2770721808781,1701.883671887075,0.0,0.0,1433.2770721808781,1701.883671887075,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,25b5d1f4ef92f5a3
pilot20-017,2026/27,2026-09-17T17:30:00Z,UEL,League Stage,T12,T10,,LEAGUE,False,False,,3,1,False,False,1366.414540958525,1556.5648290849485,0.0,0.0,1366.414540958525,1556.5648290849485,-41.6060219350984,0.4713675788219862,"normalized match points: win=1, draw=0.5, loss=0",0.3517610902823935,0.23921297707918543,0.4090259326384211,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,1.0,False,0.0,300.0,4,2,1.0,54.967720562182066,0.0,0.0,1421.382261520707,1501.5971085227666,0.0,0.0,1421.382261520707,1501.5971085227666,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,25b5d1f4ef92f5a3
pilot20-018,2026/27,2026-09-17T17:35:00Z,UECL,League Stage,T20,T17,,LEAGUE,False,False,,0,1,False,False,928.2744268470983,1229.6044727075475,0.0,0.0,928.2744268470983,1229.6044727075475,-152.78577966912417,0.396268645381053,"normalized match points: win=1, draw=0.5, loss=0",0.28143353846797226,0.2296702138261615,0.48889624770586626,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,0.0,False,0.0,300.0,4,1,1.0,-41.204404599931244,0.0,0.0,887.0700222471671,1270.8088773074787,0.0,0.0,887.0700222471671,1270.8088773074787,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,25b5d1f4ef92f5a3
pilot20-019,2026/27,2026-09-17T17:40:00Z,UECL,League Stage,T19,T15,,LEAGUE,False,False,,0,3,False,False,1091.4446777480878,1551.7255731529017,0.0,0.0,1091.4446777480878,1551.7255731529017,-311.73662921348887,0.297535111757927,"normalized match points: win=1, draw=0.5, loss=0",0.19721128662394707,0.2006476502679599,0.602141063108093,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,0.0,False,0.0,300.0,4,3,1.0,-30.937994389564604,0.0,0.0,1060.506683358523,1582.6635675424664,0.0,0.0,1060.506683358523,1582.6635675424664,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,25b5d1f4ef92f5a3
pilot20-020,2026/27,2026-09-17T17:45:00Z,UECL,League Stage,T18,T16,,LEAGUE,False,False,,4,0,False,False,1250.3955272924525,1388.5553222519122,0.0,0.0,1250.3955272924525,1388.5553222519122,10.384471231865291,0.5071537215050081,"normalized match points: win=1, draw=0.5, loss=0",0.38717828585606634,0.23995087129788362,0.37287084284605004,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,1.0,False,0.0,300.0,4,4,1.0,51.24664214891478,0.0,0.0,1301.6421694413673,1337.3086801029974,0.0,0.0,1301.6421694413673,1337.3086801029974,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,25b5d1f4ef92f5a3
pilot20-021,2026/27,2026-09-24T17:00:00Z,UCL,League Stage,T01,T03,,LEAGUE,False,False,,0,2,False,False,1981.071633592538,1795.677401566151,0.0,0.0,1981.071633592538,1795.677401566151,333.9384982177121,0.7150921497810634,"normalized match points: win=1, draw=0.5, loss=0",0.6172991735718343,0.19558595241845816,0.18711487400970753,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,0.0,False,0.0,300.0,4,2,1.0,-74.35598705388361,0.0,0.0,1906.7156465386545,1870.0333886200347,0.0,0.0,1906.7156465386545,1870.0333886200347,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,25b5d1f4ef92f5a3
pilot20-022,2026/27,2026-09-24T17:05:00Z,UCL,League Stage,T02,T04,,LEAGUE,False,False,,4,1,False,False,1835.1909779877346,1706.7724494247236,0.0,0.0,1835.1909779877346,1706.7724494247236,276.9627947543361,0.6820558365915905,"normalized match points: win=1, draw=0.5, loss=0",0.5779651138573811,0.20818144546841866,0.21385344067420015,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,1.0,False,0.0,300.0,4,3,1.0,33.06014771032184,0.0,0.0,1868.2511256980565,1673.7123017144017,0.0,0.0,1868.2511256980565,1673.7123017144017,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,25b5d1f4ef92f5a3
pilot20-023,2026/27,2026-09-24T17:10:00Z,UCL,League Stage,T05,T07,,LEAGUE,False,False,,1,0,False,False,1473.2275505752764,1292.8185288453017,0.0,0.0,1473.2275505752764,1292.8185288453017,328.95328792129976,0.712285000347181,"normalized match points: win=1, draw=0.5, loss=0",0.6139161626059343,0.19673767548249346,0.18934616191157227,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,1.0,False,0.0,300.0,4,1,1.0,29.916889446965733,0.0,0.0,1503.1444400222422,1262.9016393983359,0.0,0.0,1503.1444400222422,1262.9016393983359,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,25b5d1f4ef92f5a3
pilot20-024,2026/27,2026-09-24T17:15:00Z,UCL,League Stage,T06,T08,,LEAGUE,False,False,,5,1,False,False,1436.3130916008126,1198.928366407462,0.0,0.0,1436.3130916008126,1198.928366407462,385.9289913846758,0.7433621855646975,"normalized match points: win=1, draw=0.5, loss=0",0.651790259178854,0.1831438527716868,0.16506588804945915,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,1.0,False,0.0,300.0,4,4,1.0,26.68545307556622,0.0,0.0,1462.998544676379,1172.2429133318956,0.0,0.0,1462.998544676379,1172.2429133318956,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,25b5d1f4ef92f5a3
pilot20-025,2026/27,2026-09-24T17:20:00Z,UEL,League Stage,T09,T11,,LEAGUE,False,False,,3,0,False,False,1701.883671887075,1587.9130764516726,0.0,0.0,1701.883671887075,1587.9130764516726,262.51486162672745,0.6733599185342324,"normalized match points: win=1, draw=0.5, loss=0",0.5677856759842463,0.21114848509997214,0.22106583891578155,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,1.0,False,0.0,300.0,4,3,1.0,33.964357847004955,0.0,0.0,1735.84802973408,1553.9487186046676,0.0,0.0,1735.84802973408,1553.9487186046676,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,25b5d1f4ef92f5a3
pilot20-026,2026/27,2026-09-24T17:25:00Z,UEL,League Stage,T10,T12,,LEAGUE,False,False,,1,0,False,False,1501.5971085227666,1421.382261520707,0.0,0.0,1501.5971085227666,1421.382261520707,228.75911319338456,0.6525799807067629,"normalized match points: win=1, draw=0.5, loss=0",0.5437546929527515,0.2176505755080229,0.2385947315392256,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,1.0,False,0.0,300.0,4,1,1.0,36.12507627826292,0.0,0.0,1537.7221848010295,1385.2571852424442,0.0,0.0,1537.7221848010295,1385.2571852424442,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,25b5d1f4ef92f5a3
pilot20-027,2026/27,2026-09-24T17:30:00Z,UEL,League Stage,T13,T14,,LEAGUE,False,False,,2,2,False,False,1433.2770721808781,1113.9468094369006,0.0,0.0,1433.2770721808781,1113.9468094369006,467.8745289353026,0.7840350621822391,"normalized match points: win=1, draw=0.5, loss=0",0.7027595021256959,0.1625511201130863,0.13468937776121778,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,0.5,False,0.0,300.0,4,0,1.0,-29.534245919127653,0.0,0.0,1403.7428262617505,1143.4810553560283,0.0,0.0,1403.7428262617505,1143.4810553560283,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,25b5d1f4ef92f5a3
pilot20-028,2026/27,2026-09-24T17:35:00Z,UECL,League Stage,T15,T17,,LEAGUE,False,False,,2,1,False,False,1582.6635675424664,1270.8088773074787,0.0,0.0,1582.6635675424664,1270.8088773074787,460.3989564263127,0.7805264637046277,"normalized match points: win=1, draw=0.5, loss=0",0.6983001101871672,0.16445270703492113,0.1372471827779117,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,1.0,False,0.0,300.0,4,1,1.0,22.821074778187846,0.0,0.0,1605.4846423206543,1247.9878025292908,0.0,0.0,1605.4846423206543,1247.9878025292908,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,25b5d1f4ef92f5a3
pilot20-029,2026/27,2026-09-24T17:40:00Z,UECL,League Stage,T16,T18,,LEAGUE,False,False,,0,2,False,False,1337.3086801029974,1301.6421694413673,0.0,0.0,1337.3086801029974,1301.6421694413673,184.21077685295518,0.6242521042081729,"normalized match points: win=1, draw=0.5, loss=0",0.5116626252002491,0.22517895801584767,0.2631584167839033,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,0.0,False,0.0,300.0,4,2,1.0,-64.91034951659552,0.0,0.0,1272.398330586402,1366.5525189579628,0.0,0.0,1272.398330586402,1366.5525189579628,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,25b5d1f4ef92f5a3
pilot20-030,2026/27,2026-09-24T17:45:00Z,UECL,League Stage,T19,T20,,LEAGUE,False,False,,4,0,False,False,1060.506683358523,887.0700222471671,0.0,0.0,1060.506683358523,887.0700222471671,321.98092730268104,0.7083313793277423,"normalized match points: win=1, draw=0.5, loss=0",0.60916432186179,0.19833411493190437,0.19250156320630557,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,1.0,False,0.0,300.0,4,4,1.0,30.32799086015752,0.0,0.0,1090.8346742186807,856.7420313870095,0.0,0.0,1090.8346742186807,856.7420313870095,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,25b5d1f4ef92f5a3
pilot20-031,2026/27,2026-10-01T19:00:00Z,UCL,Final,T01,T02,ucl-final,FINAL,True,True,T02,1,1,True,True,1906.7156465386545,1868.2511256980565,0.0,0.0,1906.7156465386545,1868.2511256980565,38.46452084059797,0.5264747118525616,"normalized match points: win=1, draw=0.5, loss=0",0.4068111488290461,0.23932712604703088,0.353861725123923,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,0.5,False,0.0,300.0,4,0,1.0,-2.7528666513358724,0.0,0.0,1903.9627798873187,1871.0039923493923,0.0,0.0,1903.9627798873187,1871.0039923493923,0.47352528814743844,0.0,0.0,ao-european-elo-v2.0-dev-freeze,25b5d1f4ef92f5a3
pilot20-032,2026/27,2026-10-01T19:05:00Z,UEL,Final,T09,T10,uel-final,FINAL,True,True,T09,3,1,True,False,1735.84802973408,1537.7221848010295,0.0,0.0,1735.84802973408,1537.7221848010295,198.12584493305053,0.6332029050047153,"normalized match points: win=1, draw=0.5, loss=0",0.521719551677529,0.22296670665437257,0.2553137416680984,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,1.0,False,0.0,300.0,4,2,1.0,38.13992372202901,0.0,0.0,1773.987953456109,1499.5822610790005,0.0,0.0,1773.987953456109,1499.5822610790005,0.6332029050047153,0.0,0.0,ao-european-elo-v2.0-dev-freeze,25b5d1f4ef92f5a3
pilot20-033,2026/27,2026-10-01T19:10:00Z,UECL,Final,T15,T16,uecl-final,FINAL,True,True,T15,1,0,True,False,1605.4846423206543,1272.398330586402,0.0,0.0,1605.4846423206543,1272.398330586402,333.0863117342524,0.7146134562434956,"normalized match points: win=1, draw=0.5, loss=0",0.6167217453318694,0.19578342182325234,0.18749483284487822,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,1.0,False,0.0,300.0,4,1,1.0,29.674774306231892,0.0,0.0,1635.1594166268862,1242.72355628017,0.0,0.0,1635.1594166268862,1242.72355628017,0.7146134562434956,0.0,0.0,ao-european-elo-v2.0-dev-freeze,25b5d1f4ef92f5a3
