match_id,kickoff_utc,competition,round,scenario_group,scenario_note,home_team_id,home_team_name,away_team_id,away_team_name,home_goals,away_goals,result,is_neutral,decided_on_penalties,effective_rating_difference,expected_home_score,home_win_probability,draw_probability,away_win_probability,actual_home_score,goal_difference,goal_multiplier,classic_delta_same_state,gd_extra_delta_same_state,absolute_gd_extra_same_state,power_delta,home_power_pre,away_power_pre,home_power_post,away_power_post,classic_replay_power_delta,production_vs_classic_delta,winner_team_id,winner_team_name,winner_rating_gain,progression_reserve_added,trophy_reserve_added,total_power_zero_sum_error,config_id
pilot20-011,2026-09-17T17:00:00Z,UCL,League Stage,away_favorite_two_goal,Away favorite wins by two,T08,Horizon Club,T04,Capital Athletic,0,2,AWAY_WIN,False,False,-297.2032422452205,0.3059732060000378,0.2040434764591916,0.2038594590816924,0.592097064459116,0.0,2,1.0257382906398784,-31.81539575163792,-0.8188739026784084,0.8188739026784084,-32.63426965431633,1230.7751974740966,1676.522705910642,1198.1409278197802,1709.1569755649584,-31.92179891772131,-0.7124707365950158,T04,Capital Athletic,32.63426965431633,0.0,0.0,2.2737367544323206e-13,bff511c9a9be10cb
pilot20-012,2026-09-17T17:05:00Z,UCL,League Stage,away_favorite_large_win,Away favorite wins by four,T07,Baltic Crown,T03,Northbridge FC,0,4,AWAY_WIN,False,False,-289.895408775149,0.3102663069056662,0.2075457665673694,0.2054410806765937,0.5870131527560368,0.0,4,1.0527459196477953,-32.26179661823624,-1.7016781321190066,1.7016781321190066,-33.963474750355246,1324.968633010089,1763.408307976563,1291.0051582597337,1797.3717827269184,-32.26909358958801,-1.6943811607672359,T03,Northbridge FC,33.963474750355246,0.0,0.0,2.2737367544323206e-13,bff511c9a9be10cb
pilot20-013,2026-09-17T17:10:00Z,UCL,League Stage,draw_control,High-scoring draw has no GD bonus,T06,Alpine Rovers,T02,Royal Union,2,2,DRAW,False,False,-289.895408775149,0.3102663069056662,0.2075457665673694,0.2054410806765937,0.5870131527560368,0.5,0,1.0,19.72869654872752,-3.552713678800501e-15,3.552713678800501e-15,19.728696548727516,1416.591692023437,1855.031366989911,1436.3203885721646,1835.3026704411832,19.72139957737575,0.007296971351767212,,Draw,0.0,0.0,0.0,2.2737367544323206e-13,bff511c9a9be10cb
pilot20-014,2026-09-17T17:15:00Z,UCL,League Stage,one_goal_control,Favorite wins by one,T05,Danube 04,T01,Apex City,1,2,AWAY_WIN,False,False,-297.2032422452205,0.3059732060000378,0.2040434764591916,0.2038594590816924,0.592097064459116,0.0,1,1.0,-31.81539575163792,0.0,0.0,-31.81539575163792,1503.477294089358,1949.2248025259032,1471.66189833772,1981.040198277541,-31.92179891772131,0.10640316608339262,T01,Apex City,31.81539575163792,0.0,0.0,0.0,bff511c9a9be10cb
pilot20-015,2026-09-17T17:20:00Z,UEL,League Stage,away_favorite_large_win,Away favorite wins by four,T14,Meadow Athletic,T11,Riverside 21,0,4,AWAY_WIN,False,False,-257.85192949633347,0.3294726187969667,0.2234308209121497,0.2120835957696339,0.5644855833182163,0.0,4,1.058691682064343,-34.25888787253071,-2.0107117548925544,2.0107117548925544,-36.26959962742326,1148.140347859214,1554.5365435468725,1111.870748231791,1590.8061431742958,-34.327617410197654,-1.9419822172256076,T11,Riverside 21,36.26959962742326,0.0,0.0,2.2737367544323206e-13,bff511c9a9be10cb
pilot20-016,2026-09-17T17:25:00Z,UEL,League Stage,underdog_two_goal,Underdog beats favorite by two,T13,Portside FC,T09,Meridian SK,2,0,HOME_WIN,False,False,-259.8802150344095,0.3282389819609245,0.2223998686734779,0.2116782265748931,0.5659219047516288,1.0,2,1.0291481044127058,69.85037323638635,2.036005972360641,2.036005972360641,71.88637920874699,1363.4351709150517,1771.859652140786,1435.3215501237985,1699.973272932039,69.84190126582676,2.0444779429202242,T13,Portside FC,71.88637920874699,0.0,0.0,0.0,bff511c9a9be10cb
pilot20-017,2026-09-17T17:30:00Z,UEL,League Stage,underdog_two_goal,Lower-rated home side wins by two,T12,Amber City,T10,Forge United,3,1,HOME_WIN,False,False,-42.557106440496,0.4707145429470433,0.3511262091845476,0.2391766675249914,0.4096971232904609,1.0,2,1.0601475219623189,55.03562387657007,3.3102563958259097,3.3102563958259097,58.34588027239598,1365.4634564531275,1556.5648290849483,1423.8093367255235,1498.2189488125523,54.967720562182066,3.3781597102139145,T12,Amber City,58.34588027239598,0.0,0.0,2.2737367544323206e-13,bff511c9a9be10cb
pilot20-018,2026-09-17T17:35:00Z,UECL,League Stage,one_goal_control,One-goal away result,T20,Frontier FC,T17,Cedar United,0,1,AWAY_WIN,False,False,-149.76026032618836,0.3982650285256035,0.2832330306476337,0.2300639957559395,0.4867029735964266,0.0,1,1.0,-41.41199048840203,0.0,0.0,-41.41199048840203,928.140347859214,1226.4448743767275,886.7283573708121,1267.8568648651296,-41.204404599931244,-0.2075858884707884,T17,Cedar United,41.41199048840203,0.0,0.0,2.2737367544323206e-13,bff511c9a9be10cb
pilot20-019,2026-09-17T17:40:00Z,UECL,League Stage,away_favorite_three_goal,Away favorite wins by three,T19,Valley 1908,T15,Aurora SC,0,3,AWAY_WIN,False,False,-311.8707082013732,0.297457892016164,0.1971490786593013,0.2006176267137255,0.6022332946269731,0.0,3,1.0388477044000826,-30.92996500465164,-1.2015581376056126,1.2015581376056126,-32.13152314225725,1091.4446777480878,1551.859652140786,1059.3131546058305,1583.9911752830433,-30.937994389564604,-1.1935287526926466,T15,Aurora SC,32.13152314225725,0.0,0.0,0.0,bff511c9a9be10cb
pilot20-020,2026-09-17T17:45:00Z,UECL,League Stage,underdog_large_win,Underdog wins by four,T18,Island Rovers,T16,Granite Town,4,0,HOME_WIN,False,False,13.544069562685308,0.5093298796312348,0.3893716620251227,0.239916435212224,0.3707119027626532,1.0,4,1.1325099248864023,51.02036308053115,6.760704479478157,6.760704479478157,57.781067560009305,1253.5551256232725,1388.5553222519122,1311.3361931832817,1330.774254691903,51.24664214891478,6.534425411094524,T18,Island Rovers,57.781067560009305,0.0,0.0,2.2737367544323206e-13,bff511c9a9be10cb
pilot20-021,2026-09-24T17:00:00Z,UCL,League Stage,underdog_two_goal,Strong underdog beats elite favorite,T01,Apex City,T03,Northbridge FC,0,2,AWAY_WIN,False,False,332.212681741948,0.7141222162402976,0.6161294115143728,0.1959856094518494,0.1878849790337776,0.0,2,1.0229033149929252,-74.25513240763641,-1.7006886873734715,1.7006886873734715,-75.95582109500988,1981.040198277541,1797.3717827269184,1905.0843771825312,1873.3276038219285,-74.35598705388361,-1.5998340411262717,T03,Northbridge FC,75.95582109500988,0.0,0.0,0.0,bff511c9a9be10cb
pilot20-022,2026-09-24T17:05:00Z,UCL,League Stage,favorite_three_goal,Favorite wins by three,T02,Royal Union,T04,Capital Athletic,4,1,HOME_WIN,False,False,274.68996106755003,0.6806960530204667,0.5763685635375108,0.2086549789659117,0.2149764574965775,1.0,3,1.0439733957958732,33.20153934724797,1.459984430748797,1.459984430748797,34.66152377799677,1835.3026704411832,1709.1569755649584,1869.96419421918,1674.4954517869617,33.06014771032184,1.6013760676749271,T02,Royal Union,34.66152377799677,0.0,0.0,0.0,bff511c9a9be10cb
pilot20-023,2026-09-24T17:10:00Z,UCL,League Stage,one_goal_control,One-goal home result,T05,Danube 04,T07,Baltic Crown,1,0,HOME_WIN,False,False,329.2010062693114,0.7124248781490043,0.6140845560001816,0.1966806442976454,0.1892347997021729,1.0,1,1.0,29.902344815165918,3.552713678800501e-15,3.552713678800501e-15,29.90234481516592,1471.66189833772,1291.0051582597337,1501.564243152886,1261.1028134445678,29.916889446965733,-0.01454463179981147,T05,Danube 04,29.90234481516592,0.0,0.0,0.0,bff511c9a9be10cb
pilot20-024,2026-09-24T17:15:00Z,UCL,League Stage,goal_cap_test,Four-plus margin uses GD cap,T06,Alpine Rovers,T08,Horizon Club,5,1,HOME_WIN,False,False,386.7237269437094,0.7437797749437233,0.6523054927060972,0.1829485644752521,0.1647459428186506,1.0,4,1.0381957921404563,26.642031720052543,1.0176135057785771,1.0176135057785771,27.65964522583112,1436.3203885721646,1198.1409278197802,1463.9800337979957,1170.4812825939491,26.68545307556622,0.9741921502649014,T06,Alpine Rovers,27.65964522583112,0.0,0.0,0.0,bff511c9a9be10cb
pilot20-025,2026-09-24T17:20:00Z,UEL,League Stage,favorite_three_goal,UEL favorite wins by three,T09,Meridian SK,T11,Riverside 21,3,0,HOME_WIN,False,False,257.7113959490682,0.6704418190312695,0.5643860175951197,0.2121116028722995,0.2235023795325807,1.0,3,1.046533851040381,34.26778471154358,1.594611989250808,1.594611989250808,35.862396700794385,1699.973272932039,1590.8061431742958,1735.8356696328333,1554.9437464735015,33.964357847004955,1.89803885378943,T09,Meridian SK,35.862396700794385,0.0,0.0,0.0,bff511c9a9be10cb
pilot20-026,2026-09-24T17:25:00Z,UEL,League Stage,one_goal_control,One-goal favorite result,T10,Forge United,T12,Amber City,1,0,HOME_WIN,False,False,222.95387827835407,0.6489441994496326,0.5395926992334846,0.2187030004322957,0.2417043003342195,1.0,1,1.0,36.503128399473745,0.0,0.0,36.503128399473745,1498.2189488125523,1423.8093367255235,1534.7220772120263,1387.3062083260495,36.12507627826292,0.3780521212108283,T10,Forge United,36.503128399473745,0.0,0.0,2.2737367544323206e-13,bff511c9a9be10cb
pilot20-027,2026-09-24T17:30:00Z,UEL,League Stage,draw_control,Lower-seed draw,T13,Portside FC,T14,Meadow Athletic,2,2,DRAW,False,False,471.99506808333285,0.7859515538787095,0.7052003336382208,0.1615024404809774,0.1332972258808017,0.5,0,1.0,-29.733524616027434,3.552713678800501e-15,3.552713678800501e-15,-29.73352461602743,1435.3215501237985,1111.870748231791,1405.5880255077711,1141.604272847818,-29.534245919127653,-0.1992786968997784,,Draw,0.0,0.0,0.0,2.2737367544323206e-13,bff511c9a9be10cb
pilot20-028,2026-09-24T17:35:00Z,UECL,League Stage,one_goal_control,One-goal UECL favorite result,T15,Aurora SC,T17,Cedar United,2,1,HOME_WIN,False,False,464.6785766092387,0.7825400619777831,0.7008579275565398,0.1633642688424868,0.1357778036009734,1.0,1,1.0,22.611698843664858,0.0,0.0,22.611698843664858,1583.9911752830433,1267.8568648651296,1606.6028741267082,1245.245166021465,22.82107477818785,-0.20937593452299197,T15,Aurora SC,22.611698843664858,0.0,0.0,0.0,bff511c9a9be10cb
pilot20-029,2026-09-24T17:40:00Z,UECL,League Stage,underdog_two_goal,Lower-rated away side wins by two,T16,Granite Town,T18,Island Rovers,0,2,AWAY_WIN,False,False,167.98232769994638,0.6137053685179189,0.4999112457162208,0.227588245603396,0.272500508680383,0.0,2,1.03959552762316,-63.813689536919675,-2.526736706794857,2.526736706794857,-66.34042624371453,1330.774254691903,1311.3361931832817,1264.4338284481885,1377.6766194269962,-64.91034951659552,-1.4300767271190153,T18,Island Rovers,66.34042624371453,0.0,0.0,2.2737367544323206e-13,bff511c9a9be10cb
pilot20-030,2026-09-24T17:45:00Z,UECL,League Stage,balanced_large_win,Lowest-band derby ends by four,T19,Valley 1908,T20,Frontier FC,4,0,HOME_WIN,False,False,321.12906342634346,0.7078461512657017,0.6085821621117649,0.1985279783078736,0.1928898595803614,1.0,4,1.0475306247345906,30.378445352645397,1.4439064860768553,1.4439064860768553,31.822351838722252,1059.3131546058305,886.7283573708121,1091.135506444553,854.9060055320898,30.32799086015752,1.4943609785647318,T19,Valley 1908,31.822351838722252,0.0,0.0,0.0,bff511c9a9be10cb
pilot20-031,2026-10-01T19:00:00Z,UCL,Final,penalty_draw,Neutral final decided on penalties,T01,Apex City,T02,Royal Union,1,1,DRAW_PEN,True,True,35.120182963351226,0.5241766007929959,0.4044571646454297,0.2394388722951322,0.356103963059438,0.5,0,1.0,-2.5139067966573263,0.0,0.0,-2.5139067966573263,1905.0843771825312,1869.96419421918,1902.5704703858744,1872.4781010158376,-2.7528666513358724,0.23895985467854608,,Draw,0.0,0.0,0.0,1.1368683772161603e-12,bff511c9a9be10cb
pilot20-032,2026-10-01T19:05:00Z,UEL,Final,neutral_two_goal_final,Neutral final won by two,T09,Meridian SK,T10,Forge United,3,1,HOME_WIN,True,False,201.11359242080695,0.6351130725286458,0.5238757328653487,0.2224746793265941,0.2536495878080571,1.0,2,1.035455508330764,37.941302618827685,1.345228171081878,1.345228171081878,39.28653078990956,1735.8356696328333,1534.7220772120263,1775.122200422743,1495.4355464221169,38.13992372202901,1.1466070678805522,T09,Meridian SK,39.28653078990956,0.0,0.0,4.547473508864641e-13,bff511c9a9be10cb
pilot20-033,2026-10-01T19:10:00Z,UECL,Final,neutral_one_goal_final,Neutral final won by one,T15,Aurora SC,T16,Granite Town,1,0,HOME_WIN,True,False,342.16904567851975,0.7196904817041825,0.622857157424862,0.1936666485586408,0.183476194016497,1.0,1,1.0,29.14686019118721,0.0,0.0,29.14686019118721,1606.6028741267082,1264.4338284481885,1635.7497343178954,1235.2869682570013,29.674774306231892,-0.527914115044684,T15,Aurora SC,29.14686019118721,0.0,0.0,2.2737367544323206e-13,bff511c9a9be10cb
