season,club_key,local_team_id,ao_first_elo,power_elo_end,achievement_reserve_end,ao_live_rating_end
2018/19,FAR::vikingur,69,575.1203713583487,534.3046939341984,0.0,534.3046939341984
2018/19,FIN::fclahti,70,593.0161129948192,582.6655642133715,0.0,582.6655642133715
2018/19,FIN::hjkhelsinki,71,621.0554950848011,608.6569093996218,0.0,608.6569093996218
2018/19,FIN::ilvestampere,72,620.3134717435867,594.6075785583581,0.0,594.6075785583581
2018/19,FIN::kupskuopio,73,626.5470013116525,630.905368394497,0.0,630.905368394497
2018/19,FRA::asmonaco,74,839.6083729309017,778.6231406332209,0.0,778.6231406332209
2018/19,FRA::girondinsbordeaux,75,660.7135294807189,732.9860915905842,0.0,732.9860915905842
2018/19,FRA::olympiquelyon,76,845.1344099233153,843.1331364909379,0.0,843.1331364909379
2018/19,FRA::olympiquemarseille,77,773.5153923618954,698.3497063010674,0.0,698.3497063010674
2018/19,FRA::parissaintgermain,78,895.7767533971928,890.9651189856088,0.0,890.9651189856088
2018/19,FRA::staderennais,79,715.9513101254463,758.5881570196238,0.0,758.5881570196238
2018/19,GEO::chikhurasachkhere,80,556.6837047393416,579.9702180642629,0.0,579.9702180642629
2018/19,GEO::dinamotbilisi,81,584.9000648165813,577.6579086008378,0.0,577.6579086008378
2018/19,GEO::samtredia,82,573.7946768204125,556.6111754203231,0.0,556.6111754203231
2018/19,GEO::torpedokutaisi,83,590.2830777181717,604.5535088675236,0.0,604.5535088675236
2018/19,GER::1899hoffenheim,84,693.6383076347119,706.9656364747452,0.0,706.9656364747452
2018/19,GER::bayerleverkusen,85,803.1296009622711,801.6160636609551,0.0,801.6160636609551
2018/19,GER::bayernmunchen,86,896.8657887479766,891.9467697135541,0.0,891.9467697135541
2018/19,GER::borussiadortmund,87,869.6272979273408,856.1890132609815,0.0,856.1890132609815
2018/19,GER::eintrachtfrankfurt,88,701.4326942878818,829.3456636720077,0.0,829.3456636720077
2018/19,GER::rbleipzig,89,729.2130880719955,726.8688130197628,0.0,726.8688130197628
2018/19,GER::schalke04,90,803.3426187696186,804.8277603709416,0.0,804.8277603709416
2018/19,GIB::europafc,91,560.8016092861974,544.6484741678039,0.0,544.6484741678039
2018/19,GIB::lincolnredimps,92,580.4935326572763,568.2601510479312,0.0,568.2601510479312
2018/19,GIB::stjosephsfc,93,574.6854094676522,572.0844530202966,0.0,572.0844530202966
2018/19,GRE::aekathens,94,707.2159946148184,699.0948494998139,0.0,699.0948494998139
2018/19,GRE::asterastripolis,95,651.7440415934623,637.7790973269538,0.0,637.7790973269538
2018/19,GRE::atromitosfc,96,641.0388307609022,626.7671583591467,0.0,626.7671583591467
2018/19,GRE::olympiakospiraeus,97,798.288325301266,779.055944522834,0.0,779.055944522834
2018/19,GRE::paokthessaloniki,98,741.4111036689726,715.6711590504542,0.0,715.6711590504542
2018/19,HUN::ferencvaros,99,580.6909374906827,582.4058203338939,0.0,582.4058203338939
2018/19,HUN::honvedbudapest,100,597.2902083818215,592.7104445604992,0.0,592.7104445604992
2018/19,HUN::fcfehervar,101,609.3246299650168,681.180187451652,0.0,681.180187451652
2018/19,HUN::ujpestte,102,627.3248597419799,621.4564191776055,0.0,621.4564191776055
2018/19,ISL::fhhafnarfjardar,103,604.7714938318616,607.467706723887,0.0,607.467706723887
2018/19,ISL::ibvvestmannaeyjar,104,602.2095597045707,583.8023323737981,0.0,583.8023323737981
2018/19,ISL::stjarnanfc,105,587.9335470190049,578.028593326073,0.0,578.028593326073
2018/19,ISL::valurreykjavik,106,588.9882391046856,602.6622382146156,0.0,602.6622382146156
2018/19,IRL::corkcity,107,582.7703331186326,557.2424779671404,0.0,557.2424779671404
2018/19,IRL::derrycity,108,578.1709719555965,586.7304200244848,0.0,586.7304200244848
2018/19,IRL::dundalk,109,622.7306919071955,625.4133875699949,0.0,625.4133875699949
2018/19,IRL::shamrockrovers,110,567.8633102299096,560.4062909344302,0.0,560.4062909344302
2018/19,ISR::beitarjerusalem,111,600.891458816111,580.941405588619,0.0,580.941405588619
2018/19,ISR::hapoelbeersheva,112,687.0123989649105,678.932046814755,0.0,678.932046814755
2018/19,ISR::hapoelhaifa,113,668.9645255535654,655.6569367894365,0.0,655.6569367894365
2018/19,ISR::maccabitelaviv,114,714.2301408398912,719.3013466452685,0.0,719.3013466452685
2018/19,ITA::acmilan,115,733.3318798729559,741.2576427361323,0.0,741.2576427361323
2018/19,ITA::asroma,116,868.9472944070109,858.9651592556105,0.0,858.9651592556105
2018/19,ITA::atalanta,117,715.4255879976778,745.3544105375566,0.0,745.3544105375566
2018/19,ITA::internazionale,118,711.6044150752621,762.2098783999168,0.0,762.2098783999168
2018/19,ITA::juventus,119,897.8954929108318,871.3473307899108,0.0,871.3473307899108
2018/19,ITA::lazio,120,782.8412297496808,744.8674046601138,0.0,744.8674046601138
2018/19,ITA::napoli,121,857.8863353445417,835.8633103917459,0.0,835.8633103917459
2018/19,KAZ::fkastana,122,749.2449559049624,726.4357509602196,0.0,726.4357509602196
2018/19,KAZ::irtyshpavlodar,123,609.7072322955859,592.4285406635332,0.0,592.4285406635332
2018/19,KAZ::kairatalmaty,124,586.9216131483452,602.1438436119156,0.0,602.1438436119156
2018/19,KAZ::tobolkustanai,125,647.122902161501,653.2572497010317,0.0,653.2572497010317
2018/19,KOS::fcdrita,126,564.0,569.8602681484318,0.0,569.8602681484318
2018/19,KOS::fcprishtina,127,540.7945718978102,559.2685235205278,0.0,559.2685235205278
2018/19,LAT::fkliepaja,128,582.1996369546514,590.1215537312586,0.0,590.1215537312586
2018/19,LAT::fkventspils,129,572.1861428046811,573.9751697784776,0.0,573.9751697784776
2018/19,LAT::rigafc,130,603.2439805729641,611.1886094655201,0.0,611.1886094655201
2018/19,LAT::spartaksjurmala,131,586.7049098263942,593.4876460029462,0.0,593.4876460029462
2018/19,LIE::fcvaduz,132,574.2699495398095,567.7437554779842,0.0,567.7437554779842
2018/19,LIT::fktrakai,133,571.1104135311003,605.7597076230915,0.0,605.7597076230915
2018/19,LIT::stumbraskaunas,134,604.4312429897918,609.2772792506053,0.0,609.2772792506053
2018/19,LIT::suduvamarijampole,135,595.6993051121333,612.2629777920464,0.0,612.2629777920464
2018/19,LIT::zalgirisvilnius,136,602.6738835432076,616.3485076306135,0.0,616.3485076306135
2018/19,LUX::csfolaesch,137,578.2832929459305,564.5023065198395,0.0,564.5023065198395
2018/19,LUX::f91dudelange,138,592.5164932992459,630.2599507898882,0.0,630.2599507898882
2018/19,LUX::progresniederkorn,139,571.9964353404706,580.4626854497295,0.0,580.4626854497295
2018/19,LUX::racingunionluxembourg,140,590.807493509222,581.8889275550748,0.0,581.8889275550748
2018/19,MLT::balzanfc,141,562.3987132411651,569.6227407953072,0.0,569.6227407953072
2018/19,MLT::birkirkara,142,574.6690359358723,560.0492566792817,0.0,560.0492566792817
2018/19,MLT::gziraunited,143,610.2832070412876,606.6127845208899,0.0,606.6127845208899
2018/19,MLT::vallettafc,144,580.6176086740071,568.0689232580041,0.0,568.0689232580041
2018/19,MOL::milsamiorhei,145,592.7183628088084,566.9932050408132,0.0,566.9932050408132
2018/19,MOL::petrocubhincesti,146,627.9726624535087,614.4296936705521,0.0,614.4296936705521
2018/19,MOL::sherifftiraspol,147,691.4851959867001,655.4772144147832,0.0,655.4772144147832
2018/19,MOL::zariabalti,148,571.7401840929779,569.7121081593563,0.0,569.7121081593563
2018/19,MON::buducnostpodgorica,149,575.8421808615824,567.2160261954972,0.0,567.2160261954972
2018/19,MON::ofktitograd,150,573.9958326716106,557.8119510194191,0.0,557.8119510194191
2018/19,MON::rudarpljevlja,151,568.2007474829542,558.045846918678,0.0,558.045846918678
2018/19,MON::sutjeskaniksic,152,582.5938889266976,563.1471653029649,0.0,563.1471653029649
2018/19,NED::azalkmaar,153,696.1326839339343,686.9815804997867,0.0,686.9815804997867
2018/19,NED::ajax,154,811.8990640876307,884.6254027651759,0.0,884.6254027651759
2018/19,NED::feyenoord,155,725.9013660054194,702.8292617334318,0.0,702.8292617334318
2018/19,NED::psveindhoven,156,771.7625427005764,757.1319355102427,0.0,757.1319355102427
2018/19,NED::vitessearnhem,157,650.9795724023245,650.5201134418812,0.0,650.5201134418812
2018/19,MAC::fkshkupi,158,619.8158300963455,608.2612799300226,0.0,608.2612799300226
2018/19,MAC::rabotnickiskopje,159,582.8526998451122,583.1697727691846,0.0,583.1697727691846
2018/19,MAC::shkendijatetovo,160,604.6449276077449,599.2660772682573,0.0,599.2660772682573
2018/19,MAC::vardarskopje,161,616.1746717118564,581.5054584909218,0.0,581.5054584909218
2018/19,NIR::cliftonville,162,569.1514260191541,555.3263001964643,0.0,555.3263001964643
2018/19,NIR::coleraine,163,581.4277905291617,576.8235057787463,0.0,576.8235057787463
2018/19,NIR::crusadersbelfast,164,580.0443335054764,565.7723794597955,0.0,565.7723794597955
2018/19,NIR::glenavon,165,563.5542089578875,574.8929223863344,0.0,574.8929223863344
2018/19,NOR::lillestrmsk,166,648.555152207904,626.0076248913202,0.0,626.0076248913202
2018/19,NOR::moldefk,167,666.8571895829648,704.0587519099626,0.0,704.0587519099626
2018/19,NOR::rosenborgbk,168,668.5604649987613,661.5661780323313,0.0,661.5661780323313
2018/19,NOR::sarpsborg08,169,664.4612114014737,694.179536978441,0.0,694.179536978441
2018/19,POL::gornikzabrze,170,657.5108027349368,627.7620399715912,0.0,627.7620399715912
2018/19,POL::jagielloniabialystok,171,609.0056863281027,615.8707007869456,0.0,615.8707007869456
2018/19,POL::lechpoznan,172,635.3473223679214,620.2203434250631,0.0,620.2203434250631
2018/19,POL::legiawarsaw,173,733.5809814833615,703.9210080496279,0.0,703.9210080496279
2018/19,POR::benfica,174,845.3842668753484,823.4638511947373,0.0,823.4638511947373
2018/19,POR::fcporto,175,874.1504515554836,863.7431391918717,0.0,863.7431391918717
2018/19,POR::rioave,176,658.4049000320817,639.5605764711904,0.0,639.5605764711904
2018/19,POR::sportingbraga,177,780.993537392141,766.7169093654443,0.0,766.7169093654443
2018/19,POR::sportingcplisbon,178,812.3669566356398,815.8406369793457,0.0,815.8406369793457
2018/19,ROM::cfrcluj,179,670.7920233262658,645.7760241880901,0.0,645.7760241880901
2018/19,ROM::fcsb,180,749.1083534178272,757.3693153543072,0.0,757.3693153543072
2018/19,ROM::universitateacraiova,181,631.2565938890231,630.4920739970703,0.0,630.4920739970703
2018/19,ROM::farulconstanta,182,614.3931305877027,613.2040844036134,0.0,613.2040844036134
2018/19,RUS::cskamoscow,183,818.8358824023634,816.7396067037541,0.0,816.7396067037541
2018/19,RUS::fcufa,184,699.5404668295317,672.7053584063024,0.0,672.7053584063024
2018/19,RUS::fkkrasnodar,185,744.0426861437579,764.0282077445573,0.0,764.0282077445573
2018/19,RUS::lokomotivmoscow,186,762.3428859646426,729.5514955712146,0.0,729.5514955712146
2018/19,RUS::spartakmoscow,187,720.9595562776638,699.6019599927499,0.0,699.6019599927499
2018/19,RUS::zenitstpetersburg,188,859.9109148984955,781.4945354483056,0.0,781.4945354483056
2018/19,SMA::folgore,189,544.1641692243095,535.1403392003432,0.0,535.1403392003432
2018/19,SMA::lafiorita,190,551.6310230619986,516.637720986732,0.0,516.637720986732
2018/19,SMA::trefiori,191,551.5259444210608,533.0192052522215,0.0,533.0192052522215
2018/19,SCO::aberdeen,192,602.7545191034355,602.9882666099111,0.0,602.9882666099111
2018/19,SCO::celtic,193,765.0678904803888,727.7839612577611,0.0,727.7839612577611
2018/19,SCO::glasgowrangers,194,626.6032582371562,691.5407396970841,0.0,691.5407396970841
2018/19,SCO::hibernian,195,622.5319985732671,643.00130146868,0.0,643.00130146868
2018/19,SRB::partizanbelgrade,196,715.6633400251175,744.8921950767616,0.0,744.8921950767616
2018/19,SRB::radnickinis,197,666.8458025921111,679.021074148748,0.0,679.021074148748
2018/19,SRB::redstarbelgrade,198,697.7486846481846,737.028963475532,0.0,737.028963475532
2018/19,SRB::spartaksubotica,199,661.2462516267672,644.7444747154633,0.0,644.7444747154633
2018/19,SVK::astrencin,200,601.8617151704615,651.1387966112189,0.0,651.1387966112189
2018/19,SVK::dacdunajskastreda,201,642.1665870137145,620.3518438528477,0.0,620.3518438528477
2018/19,SVK::slovanbratislava,202,593.2176091954194,623.776108049404,0.0,623.776108049404
2018/19,SVK::spartaktrnava,203,611.0410811737378,672.7515456577827,0.0,672.7515456577827
2018/19,SLO::nkdomzale,204,596.8417548009371,605.0811331631048,0.0,605.0811331631048
2018/19,SLO::nkmaribor,205,718.0462452964107,703.3353382743016,0.0,703.3353382743016
2018/19,SLO::olimpijaljubljana,206,615.6772256022367,637.1896676736857,0.0,637.1896676736857
2018/19,SLO::rudarvelenje,207,627.5828503715177,630.5500878523615,0.0,630.5500878523615
2018/19,ESP::atleticomadrid,208,896.1550168055629,902.9391564213188,0.0,902.9391564213188
2018/19,ESP::fcbarcelona,209,900.5272966200387,930.0850446465611,0.0,930.0850446465611
2018/19,ESP::realbetis,210,727.2683553069807,742.9593144888869,0.0,742.9593144888869
2018/19,ESP::realmadrid,211,895.2928771238353,887.4102299713844,0.0,887.4102299713844
2018/19,ESP::sevilla,212,891.8443183969249,857.0201641968102,0.0,857.0201641968102
2018/19,ESP::valencia,213,744.5604222968213,819.9216207699162,0.0,819.9216207699162
2018/19,ESP::villarreal,214,830.174391223012,819.800215006145,0.0,819.800215006145
2018/19,SWE::aikstockholm,215,603.6931239296869,594.241002682576,0.0,594.241002682576
2018/19,SWE::bkhacken,216,629.8012714779421,622.0808591098335,0.0,622.0808591098335
2018/19,SWE::djurgardensif,217,671.6993644954721,654.7513665735889,0.0,654.7513665735889
2018/19,SWE::malmoff,218,679.7537057750545,731.3144952524345,0.0,731.3144952524345
2018/19,SUI::fcbasel,219,842.5184347705047,796.018095132539,0.0,796.018095132539
2018/19,SUI::fcluzern,220,613.2919765197863,605.7869471894885,0.0,605.7869471894885
2018/19,SUI::fcsanktgallen,221,650.8738639149448,653.4781131902892,0.0,653.4781131902892
2018/19,SUI::fczurich,222,666.0565615486363,687.4431805981319,0.0,687.4431805981319
2018/19,SUI::youngboys,223,734.9321753687478,746.8510240417836,0.0,746.8510240417836
2018/19,TUR::akhisarspor,224,681.7984875625981,651.778680556894,0.0,651.778680556894
2018/19,TUR::besiktas,225,850.7742454758431,789.4472679646502,0.0,789.4472679646502
2018/19,TUR::fenerbahce,226,750.4268684854161,748.4639125242462,0.0,748.4639125242462
2018/19,TUR::galatasaray,227,719.4917933570773,711.93107681785,0.0,711.93107681785
2018/19,TUR::istanbulbasaksehir,228,681.8497360989121,673.1141171919484,0.0,673.1141171919484
2018/19,UKR::dynamokyiv,229,835.1457861084066,796.1276487802287,0.0,796.1276487802287
2018/19,UKR::fcmariupol,230,645.381655618098,638.4984914312283,0.0,638.4984914312283
2018/19,UKR::shakhtardonetsk,231,874.4800562125066,826.0976790403573,0.0,826.0976790403573
2018/19,UKR::vorsklapoltava,232,634.0602899327052,628.9373520815691,0.0,628.9373520815691
2018/19,UKR::zoryaluhansk,233,662.5732790850142,669.8643165435286,0.0,669.8643165435286
2018/19,WAL::balatown,234,551.341718750109,552.9306509681668,0.0,552.9306509681668
2018/19,WAL::cefndruids,235,588.3502245762699,572.546866770688,0.0,572.546866770688
2018/19,WAL::connahsquay,236,565.1181103725229,540.926779430521,0.0,540.926779430521
2018/19,WAL::thenewsaints,237,600.1840469936968,593.4770268599311,0.0,593.4770268599311
2019/20,ALB::fkkukesi,1,610.5101443552925,588.7165305865838,0.0,588.7165305865838
2019/20,ALB::kflaci,2,581.606461441286,577.9396061618278,0.0,577.9396061618278
2019/20,ALB::partizanitirana,3,595.580482253856,569.101762236357,0.0,569.101762236357
2019/20,ALB::teutadurres,4,603.9642780170365,601.9719483904719,0.0,601.9719483904719
2019/20,AND::fcsantacoloma,5,589.9845575381459,572.8744749474862,0.0,572.8744749474862
2019/20,AND::santjulia,6,557.7565846710272,530.6783711254856,0.0,530.6783711254856
2019/20,AND::ueengordany,7,563.1216460820377,551.9185834745505,0.0,551.9185834745505
2019/20,ARM::alashkertfc,8,607.4242582397769,628.6422858916367,0.0,628.6422858916367
2019/20,ARM::araratarmenia,9,637.2156130935693,646.8845096595895,0.0,646.8845096595895
2019/20,ARM::pyunikyerevan,10,594.3165300305012,618.7398959575256,0.0,618.7398959575256
2019/20,ARM::urartufc,11,580.8427822066731,538.9279241215504,0.0,538.9279241215504
2019/20,AUT::austriawien,12,661.5185911161815,640.2660623134379,0.0,640.2660623134379
2019/20,AUT::fcsalzburg,13,842.9816856283182,818.6074716100671,0.0,818.6074716100671
2019/20,AUT::lask,14,663.0260839452444,771.4017882505524,0.0,771.4017882505524
2019/20,AUT::sturmgraz,15,635.2030686585001,612.124317809809,0.0,612.124317809809
2019/20,AUT::wolfsbergerac,16,664.8777845368936,662.4981739253376,0.0,662.4981739253376
2019/20,AZB::gabalafk,17,618.8494728737525,591.746660504567,0.0,591.746660504567
2019/20,AZB::neftchibaku,18,604.7993649450835,643.8718887803827,0.0,643.8718887803827
2019/20,AZB::qarabagfk,19,723.0125408853553,678.1495219175819,0.0,678.1495219175819
2019/20,AZB::sabailfk,20,652.399899772352,623.8274630121863,0.0,623.8274630121863
2019/20,BLS::bateborisov,21,749.2124678071391,738.5366390487782,0.0,738.5366390487782
2019/20,BLS::dinamominsk,22,637.765943943471,643.1596591050081,0.0,643.1596591050081
2019/20,BLS::fcvitebsk,23,665.9066084205461,648.2616627105579,0.0,648.2616627105579
2019/20,BLS::shakhtiorsaligorsk,24,598.5169248322541,634.1486384588612,0.0,634.1486384588612
2019/20,BEL::aagent,25,739.2863190112375,758.1521107151002,0.0,758.1521107151002
2019/20,BEL::clubbrugge,26,770.0118813188396,779.9182692168306,0.0,779.9182692168306
2019/20,BEL::racinggenk,27,753.0405577945031,727.8523489826207,0.0,727.8523489826207
2019/20,BEL::royalantwerp,28,681.2181064843065,678.2223392689214,0.0,678.2223392689214
2019/20,BEL::standardliege,29,713.9375525120495,748.722690117274,0.0,748.722690117274
2019/20,BOS::fksarajevo,30,604.4227041378132,595.8753219891762,0.0,595.8753219891762
2019/20,BOS::radnikbijeljina,31,593.3835115082398,601.5798295900615,0.0,601.5798295900615
2019/20,BOS::sirokibrijeg,32,579.5573202119897,550.7946283693817,0.0,550.7946283693817
2019/20,BOS::zrinjskimostar,33,613.691649059936,658.544049651115,0.0,658.544049651115
2019/20,BUL::cskasofia,34,632.9108862145351,641.805110392901,0.0,641.805110392901
2019/20,BUL::levskisofia,35,600.2332617403451,605.9776647181989,0.0,605.9776647181989
2019/20,BUL::lokomotivplovdiv,36,649.3921749397052,627.4508122664434,0.0,627.4508122664434
2019/20,BUL::ludogoretsrazgrad,37,747.2832186566321,691.3871405754979,0.0,691.3871405754979
2019/20,CRO::dinamozagreb,38,774.2660695187477,776.9252850128719,0.0,776.9252850128719
2019/20,CRO::hajduksplit,39,639.8745688195677,647.7498174751413,0.0,647.7498174751413
2019/20,CRO::nkosijek,40,627.3620067518143,634.3731216865123,0.0,634.3731216865123
2019/20,CRO::nkrijeka,41,679.0774241312304,689.1818081548707,0.0,689.1818081548707
2019/20,CYP::aeklarnaca,42,660.7964314712735,697.9493838415498,0.0,697.9493838415498
2019/20,CYP::aellimassol,43,636.2134797634089,626.336529809731,0.0,626.336529809731
2019/20,CYP::apoelnicosia,44,743.6883391502855,735.2535675522539,0.0,735.2535675522539
2019/20,CYP::apollonlimassol,45,688.9609277300247,698.8929368696841,0.0,698.8929368696841
2019/20,CZE::fkjablonec,46,658.2342004981004,644.9339174854169,0.0,644.9339174854169
2019/20,CZE::mladaboleslav,47,611.4900182748249,626.6576923364098,0.0,626.6576923364098
2019/20,CZE::slaviapraha,48,766.9157336628443,752.5887047134256,0.0,752.5887047134256
2019/20,CZE::spartapraha,49,742.8463642759866,733.1661166548536,0.0,733.1661166548536
2019/20,CZE::viktoriaplzen,50,794.4260117514748,767.2827203102662,0.0,767.2827203102662
2019/20,DEN::brndbyif,51,641.3556534843146,626.665099734304,0.0,626.665099734304
2019/20,DEN::esbjergfb,52,660.9923961422045,642.9993253383653,0.0,642.9993253383653
2019/20,DEN::fckbenhavn,53,772.6465587524167,752.4056946425593,0.0,752.4056946425593
2019/20,DEN::fcmidtjylland,54,678.0918833460776,656.8870525310106,0.0,656.8870525310106
2019/20,ENG::arsenal,55,892.7160589980099,862.1681081984824,0.0,862.1681081984824
2019/20,ENG::chelsea,56,878.0984397942847,876.6523548484664,0.0,876.6523548484664
2019/20,ENG::liverpool,57,887.011831283592,885.9444116555433,0.0,885.9444116555433
2019/20,ENG::manchestercity,58,899.5574407720409,923.7882336813916,0.0,923.7882336813916
2019/20,ENG::manchesterunited,59,883.5388157778419,866.3063802440857,0.0,866.3063802440857
2019/20,ENG::tottenhamhotspur,60,884.512424560734,833.6199883339749,0.0,833.6199883339749
2019/20,ENG::wolverhamptonwanderers,61,726.8056623659143,803.5419394860758,0.0,803.5419394860758
2019/20,EST::floratallinn,62,579.8843695535047,597.1257869108305,0.0,597.1257869108305
2019/20,EST::kaljunomme,63,585.5408784124361,557.9825983767846,0.0,557.9825983767846
2019/20,EST::levadiatallinn,64,576.3759310082476,556.8537620003533,0.0,556.8537620003533
2019/20,EST::transnarva,65,579.2781258720736,537.973453587825,0.0,537.973453587825
2019/20,FAR::b36torshavn,66,580.3619429937622,546.8277879663565,0.0,546.8277879663565
2019/20,FAR::hbtorshavn,67,592.1748977670876,566.207535934631,0.0,566.207535934631
