match_id,season,kickoff_utc,competition,round,home_team_id,away_team_id,tie_id,stage,is_knockout,is_tie_decider,advanced_team_id,home_goals,away_goals,is_neutral,decided_on_penalties,home_power_pre,away_power_pre,home_reserve_pre,away_reserve_pre,home_live_pre,away_live_pre,effective_rating_difference,expected_home_score,expected_score_semantics,home_win_probability,draw_probability,away_win_probability,probability_semantics,actual_home_score,goal_difference_enabled,goal_alpha,goal_tau,goal_difference_cap,goal_difference,goal_multiplier,power_delta,home_reserve_delta,away_reserve_delta,home_power_post,away_power_post,home_reserve_post,away_reserve_post,home_live_post,away_live_post,winner_probability,progression_reserve_added,trophy_reserve_added,model_version,config_id
pilot20-019,2026/27,2026-09-17T17:40:00Z,UECL,League Stage,T19,T15,,LEAGUE,False,False,,0,3,False,False,1091.4446777480878,1551.859652140786,0.0,0.0,1091.4446777480878,1551.859652140786,-311.8707082013732,0.29745789201616407,"normalized match points: win=1, draw=0.5, loss=0",0.1971490786593013,0.20061762671372554,0.6022332946269731,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,0.0,True,0.1,300.0,4,3,1.0388477044000826,-32.13152314225725,0.0,0.0,1059.3131546058305,1583.9911752830433,0.0,0.0,1059.3131546058305,1583.9911752830433,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,bff511c9a9be10cb
pilot20-020,2026/27,2026-09-17T17:45:00Z,UECL,League Stage,T18,T16,,LEAGUE,False,False,,4,0,False,False,1253.5551256232725,1388.5553222519122,0.0,0.0,1253.5551256232725,1388.5553222519122,13.544069562685308,0.5093298796312348,"normalized match points: win=1, draw=0.5, loss=0",0.38937166202512274,0.239916435212224,0.3707119027626532,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,1.0,True,0.1,300.0,4,4,1.1325099248864023,57.781067560009305,0.0,0.0,1311.3361931832817,1330.774254691903,0.0,0.0,1311.3361931832817,1330.774254691903,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,bff511c9a9be10cb
pilot20-021,2026/27,2026-09-24T17:00:00Z,UCL,League Stage,T01,T03,,LEAGUE,False,False,,0,2,False,False,1981.0401982775413,1797.3717827269184,0.0,0.0,1981.0401982775413,1797.3717827269184,332.212681741948,0.7141222162402976,"normalized match points: win=1, draw=0.5, loss=0",0.6161294115143728,0.19598560945184948,0.18788497903377765,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,0.0,True,0.1,300.0,4,2,1.0229033149929252,-75.95582109500988,0.0,0.0,1905.0843771825314,1873.3276038219283,0.0,0.0,1905.0843771825314,1873.3276038219283,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,bff511c9a9be10cb
pilot20-022,2026/27,2026-09-24T17:05:00Z,UCL,League Stage,T02,T04,,LEAGUE,False,False,,4,1,False,False,1835.3026704411834,1709.1569755649584,0.0,0.0,1835.3026704411834,1709.1569755649584,274.68996106755003,0.6806960530204667,"normalized match points: win=1, draw=0.5, loss=0",0.5763685635375108,0.2086549789659117,0.2149764574965775,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,1.0,True,0.1,300.0,4,3,1.0439733957958732,34.66152377799677,0.0,0.0,1869.9641942191802,1674.4954517869617,0.0,0.0,1869.9641942191802,1674.4954517869617,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,bff511c9a9be10cb
pilot20-023,2026/27,2026-09-24T17:10:00Z,UCL,League Stage,T05,T07,,LEAGUE,False,False,,1,0,False,False,1471.66189833772,1291.0051582597337,0.0,0.0,1471.66189833772,1291.0051582597337,329.2010062693114,0.7124248781490043,"normalized match points: win=1, draw=0.5, loss=0",0.6140845560001816,0.19668064429764542,0.18923479970217294,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,1.0,True,0.1,300.0,4,1,1.0,29.902344815165918,0.0,0.0,1501.5642431528859,1261.1028134445678,0.0,0.0,1501.5642431528859,1261.1028134445678,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,bff511c9a9be10cb
pilot20-024,2026/27,2026-09-24T17:15:00Z,UCL,League Stage,T06,T08,,LEAGUE,False,False,,5,1,False,False,1436.3203885721646,1198.1409278197802,0.0,0.0,1436.3203885721646,1198.1409278197802,386.7237269437094,0.7437797749437233,"normalized match points: win=1, draw=0.5, loss=0",0.6523054927060972,0.18294856447525212,0.16474594281865068,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,1.0,True,0.1,300.0,4,4,1.0381957921404565,27.65964522583112,0.0,0.0,1463.9800337979957,1170.4812825939491,0.0,0.0,1463.9800337979957,1170.4812825939491,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,bff511c9a9be10cb
pilot20-025,2026/27,2026-09-24T17:20:00Z,UEL,League Stage,T09,T11,,LEAGUE,False,False,,3,0,False,False,1699.973272932039,1590.8061431742958,0.0,0.0,1699.973272932039,1590.8061431742958,257.7113959490682,0.6704418190312695,"normalized match points: win=1, draw=0.5, loss=0",0.5643860175951197,0.2121116028722995,0.22350237953258073,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,1.0,True,0.1,300.0,4,3,1.046533851040381,35.862396700794385,0.0,0.0,1735.8356696328333,1554.9437464735015,0.0,0.0,1735.8356696328333,1554.9437464735015,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,bff511c9a9be10cb
pilot20-026,2026/27,2026-09-24T17:25:00Z,UEL,League Stage,T10,T12,,LEAGUE,False,False,,1,0,False,False,1498.2189488125525,1423.8093367255235,0.0,0.0,1498.2189488125525,1423.8093367255235,222.95387827835407,0.6489441994496326,"normalized match points: win=1, draw=0.5, loss=0",0.5395926992334846,0.21870300043229576,0.24170430033421958,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,1.0,True,0.1,300.0,4,1,1.0,36.503128399473745,0.0,0.0,1534.7220772120263,1387.3062083260497,0.0,0.0,1534.7220772120263,1387.3062083260497,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,bff511c9a9be10cb
pilot20-027,2026/27,2026-09-24T17:30:00Z,UEL,League Stage,T13,T14,,LEAGUE,False,False,,2,2,False,False,1435.3215501237985,1111.8707482317907,0.0,0.0,1435.3215501237985,1111.8707482317907,471.99506808333285,0.7859515538787095,"normalized match points: win=1, draw=0.5, loss=0",0.7052003336382208,0.16150244048097742,0.13329722588080178,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,0.5,True,0.1,300.0,4,0,1.0,-29.733524616027434,0.0,0.0,1405.5880255077711,1141.604272847818,0.0,0.0,1405.5880255077711,1141.604272847818,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,bff511c9a9be10cb
pilot20-028,2026/27,2026-09-24T17:35:00Z,UECL,League Stage,T15,T17,,LEAGUE,False,False,,2,1,False,False,1583.9911752830433,1267.8568648651296,0.0,0.0,1583.9911752830433,1267.8568648651296,464.6785766092387,0.7825400619777831,"normalized match points: win=1, draw=0.5, loss=0",0.7008579275565398,0.16336426884248684,0.13577780360097344,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,1.0,True,0.1,300.0,4,1,1.0,22.611698843664858,0.0,0.0,1606.6028741267082,1245.2451660214647,0.0,0.0,1606.6028741267082,1245.2451660214647,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,bff511c9a9be10cb
pilot20-029,2026/27,2026-09-24T17:40:00Z,UECL,League Stage,T16,T18,,LEAGUE,False,False,,0,2,False,False,1330.774254691903,1311.3361931832817,0.0,0.0,1330.774254691903,1311.3361931832817,167.98232769994638,0.6137053685179189,"normalized match points: win=1, draw=0.5, loss=0",0.49991124571622086,0.22758824560339608,0.27250050868038306,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,0.0,True,0.1,300.0,4,2,1.0395955276231599,-66.34042624371453,0.0,0.0,1264.4338284481885,1377.6766194269962,0.0,0.0,1264.4338284481885,1377.6766194269962,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,bff511c9a9be10cb
pilot20-030,2026/27,2026-09-24T17:45:00Z,UECL,League Stage,T19,T20,,LEAGUE,False,False,,4,0,False,False,1059.3131546058305,886.7283573708121,0.0,0.0,1059.3131546058305,886.7283573708121,321.12906342634346,0.7078461512657017,"normalized match points: win=1, draw=0.5, loss=0",0.6085821621117649,0.19852797830787364,0.19288985958036148,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,1.0,True,0.1,300.0,4,4,1.0475306247345906,31.822351838722252,0.0,0.0,1091.1355064445527,854.9060055320898,0.0,0.0,1091.1355064445527,854.9060055320898,,0.0,0.0,ao-european-elo-v2.0-dev-freeze,bff511c9a9be10cb
pilot20-031,2026/27,2026-10-01T19:00:00Z,UCL,Final,T01,T02,ucl-final,FINAL,True,True,T02,1,1,True,True,1905.0843771825314,1869.9641942191802,0.0,0.0,1905.0843771825314,1869.9641942191802,35.120182963351226,0.5241766007929959,"normalized match points: win=1, draw=0.5, loss=0",0.40445716464542975,0.23943887229513225,0.356103963059438,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,0.5,True,0.1,300.0,4,0,1.0,-2.5139067966573263,0.0,0.0,1902.5704703858742,1872.4781010158374,0.0,0.0,1902.5704703858742,1872.4781010158374,0.4758233992070041,0.0,0.0,ao-european-elo-v2.0-dev-freeze,bff511c9a9be10cb
pilot20-032,2026/27,2026-10-01T19:05:00Z,UEL,Final,T09,T10,uel-final,FINAL,True,True,T09,3,1,True,False,1735.8356696328333,1534.7220772120263,0.0,0.0,1735.8356696328333,1534.7220772120263,201.11359242080698,0.6351130725286458,"normalized match points: win=1, draw=0.5, loss=0",0.5238757328653487,0.22247467932659415,0.25364958780805713,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,1.0,True,0.1,300.0,4,2,1.035455508330764,39.28653078990956,0.0,0.0,1775.122200422743,1495.4355464221167,0.0,0.0,1775.122200422743,1495.4355464221167,0.6351130725286458,0.0,0.0,ao-european-elo-v2.0-dev-freeze,bff511c9a9be10cb
pilot20-033,2026/27,2026-10-01T19:10:00Z,UECL,Final,T15,T16,uecl-final,FINAL,True,True,T15,1,0,True,False,1606.6028741267082,1264.4338284481885,0.0,0.0,1606.6028741267082,1264.4338284481885,342.16904567851975,0.7196904817041825,"normalized match points: win=1, draw=0.5, loss=0",0.622857157424862,0.19366664855864088,0.18347619401649706,score-preserving H/D/A probabilities: P(H)+0.5*P(D)=expected_home_score,1.0,True,0.1,300.0,4,1,1.0,29.14686019118721,0.0,0.0,1635.7497343178954,1235.2869682570013,0.0,0.0,1635.7497343178954,1235.2869682570013,0.7196904817041825,0.0,0.0,ao-european-elo-v2.0-dev-freeze,bff511c9a9be10cb
