team_id,team_name,country,country_code,domestic_league
117,Atalanta,Italy,ITA,Historical domestic league
118,Internazionale,Italy,ITA,Historical domestic league
119,Juventus,Italy,ITA,Historical domestic league
120,Lazio,Italy,ITA,Historical domestic league
121,Napoli,Italy,ITA,Historical domestic league
122,FK Astana,Kazakhstan,KAZ,Historical domestic league
123,Irtysh Pavlodar,Kazakhstan,KAZ,Historical domestic league
124,Kairat Almaty,Kazakhstan,KAZ,Historical domestic league
125,Tobol Kustanai,Kazakhstan,KAZ,Historical domestic league
126,FC Drita,Kosovo,KOS,Historical domestic league
127,FC Prishtina,Kosovo,KOS,Historical domestic league
128,FK Liepaja,Latvia,LAT,Historical domestic league
129,FK Ventspils,Latvia,LAT,Historical domestic league
130,Riga FC,Latvia,LAT,Historical domestic league
131,Spartaks Jurmala,Latvia,LAT,Historical domestic league
132,FC Vaduz,Liechtenstein,LIE,Historical domestic league
133,FK Trakai,Lithuania,LIT,Historical domestic league
134,Stumbras Kaunas,Lithuania,LIT,Historical domestic league
135,Suduva Marijampole,Lithuania,LIT,Historical domestic league
136,Zalgiris Vilnius,Lithuania,LIT,Historical domestic league
137,CS Fola Esch,Luxembourg,LUX,Historical domestic league
138,F91 Dudelange,Luxembourg,LUX,Historical domestic league
139,Progrès Niederkorn,Luxembourg,LUX,Historical domestic league
140,Racing Union Luxembourg,Luxembourg,LUX,Historical domestic league
141,Balzan FC,Malta,MLT,Historical domestic league
142,Birkirkara,Malta,MLT,Historical domestic league
143,Gzira United,Malta,MLT,Historical domestic league
144,Valletta FC,Malta,MLT,Historical domestic league
145,Milsami Orhei,Moldova,MOL,Historical domestic league
146,Petrocub Hîncesti,Moldova,MOL,Historical domestic league
147,Sheriff Tiraspol,Moldova,MOL,Historical domestic league
148,Zaria Balti,Moldova,MOL,Historical domestic league
149,Buducnost Podgorica,Montenegro,MON,Historical domestic league
150,OFK Titograd,Montenegro,MON,Historical domestic league
151,Rudar Pljevlja,Montenegro,MON,Historical domestic league
152,Sutjeska Niksic,Montenegro,MON,Historical domestic league
153,AZ Alkmaar,Netherlands,NED,Historical domestic league
154,Ajax,Netherlands,NED,Historical domestic league
155,Feyenoord,Netherlands,NED,Historical domestic league
156,PSV Eindhoven,Netherlands,NED,Historical domestic league
157,Vitesse Arnhem,Netherlands,NED,Historical domestic league
158,FK Shkupi,North Macedonia,MAC,Historical domestic league
159,Rabotnicki Skopje,North Macedonia,MAC,Historical domestic league
160,Shkendija Tetovo,North Macedonia,MAC,Historical domestic league
161,Vardar Skopje,North Macedonia,MAC,Historical domestic league
162,Cliftonville,Northern Ireland,NIR,Historical domestic league
163,Coleraine,Northern Ireland,NIR,Historical domestic league
164,Crusaders Belfast,Northern Ireland,NIR,Historical domestic league
165,Glenavon,Northern Ireland,NIR,Historical domestic league
166,Lillestrøm SK,Norway,NOR,Historical domestic league
167,Molde FK,Norway,NOR,Historical domestic league
168,Rosenborg BK,Norway,NOR,Historical domestic league
169,Sarpsborg 08,Norway,NOR,Historical domestic league
170,Górnik Zabrze,Poland,POL,Historical domestic league
171,Jagiellonia Bialystok,Poland,POL,Historical domestic league
172,Lech Poznan,Poland,POL,Historical domestic league
173,Legia Warsaw,Poland,POL,Historical domestic league
174,Benfica,Portugal,POR,Historical domestic league
175,FC Porto,Portugal,POR,Historical domestic league
176,Rio Ave,Portugal,POR,Historical domestic league
177,Sporting Braga,Portugal,POR,Historical domestic league
178,Sporting CP Lisbon,Portugal,POR,Historical domestic league
179,CFR Cluj,Romania,ROM,Historical domestic league
180,FCSB,Romania,ROM,Historical domestic league
181,Universitatea Craiova,Romania,ROM,Historical domestic league
182,Viitorul Constanta,Romania,ROM,Historical domestic league
183,CSKA Moscow,Russia,RUS,Historical domestic league
184,FC Ufa,Russia,RUS,Historical domestic league
185,FK Krasnodar,Russia,RUS,Historical domestic league
186,Lokomotiv Moscow,Russia,RUS,Historical domestic league
187,Spartak Moscow,Russia,RUS,Historical domestic league
188,Zenit St. Petersburg,Russia,RUS,Historical domestic league
189,Folgore,San Marino,SMA,Historical domestic league
190,La Fiorita,San Marino,SMA,Historical domestic league
191,Tre Fiori,San Marino,SMA,Historical domestic league
192,Aberdeen,Scotland,SCO,Historical domestic league
193,Celtic,Scotland,SCO,Historical domestic league
194,Glasgow Rangers,Scotland,SCO,Historical domestic league
195,Hibernian,Scotland,SCO,Historical domestic league
196,Partizan Belgrade,Serbia,SRB,Historical domestic league
197,Radnicki Nis,Serbia,SRB,Historical domestic league
198,Red Star Belgrade,Serbia,SRB,Historical domestic league
199,Spartak Subotica,Serbia,SRB,Historical domestic league
200,AS Trencín,Slovakia,SVK,Historical domestic league
201,DAC Dunajska Streda,Slovakia,SVK,Historical domestic league
202,Slovan Bratislava,Slovakia,SVK,Historical domestic league
203,Spartak Trnava,Slovakia,SVK,Historical domestic league
204,NK Domzale,Slovenia,SLO,Historical domestic league
205,NK Maribor,Slovenia,SLO,Historical domestic league
206,Olimpija Ljubljana,Slovenia,SLO,Historical domestic league
207,Rudar Velenje,Slovenia,SLO,Historical domestic league
208,Atlético Madrid,Spain,ESP,Historical domestic league
209,FC Barcelona,Spain,ESP,Historical domestic league
210,Real Betis,Spain,ESP,Historical domestic league
211,Real Madrid,Spain,ESP,Historical domestic league
212,Sevilla,Spain,ESP,Historical domestic league
213,Valencia,Spain,ESP,Historical domestic league
214,Villarreal,Spain,ESP,Historical domestic league
215,AIK Stockholm,Sweden,SWE,Historical domestic league
216,BK Häcken,Sweden,SWE,Historical domestic league
217,Djurgårdens IF,Sweden,SWE,Historical domestic league
218,Malmö FF,Sweden,SWE,Historical domestic league
219,FC Basel,Switzerland,SUI,Historical domestic league
220,FC Luzern,Switzerland,SUI,Historical domestic league
221,FC Sankt Gallen,Switzerland,SUI,Historical domestic league
222,FC Zürich,Switzerland,SUI,Historical domestic league
223,Young Boys,Switzerland,SUI,Historical domestic league
224,Akhisarspor,Türkiye,TUR,Historical domestic league
225,Besiktas,Türkiye,TUR,Historical domestic league
226,Fenerbahçe,Türkiye,TUR,Historical domestic league
227,Galatasaray,Türkiye,TUR,Historical domestic league
228,Istanbul Basaksehir,Türkiye,TUR,Historical domestic league
229,Dinamo Kiev,Ukraine,UKR,Historical domestic league
230,FC Mariupol,Ukraine,UKR,Historical domestic league
231,Shakhtar Donetsk,Ukraine,UKR,Historical domestic league
232,Vorskla Poltava,Ukraine,UKR,Historical domestic league
233,Zorya Luhansk,Ukraine,UKR,Historical domestic league
234,Bala Town,Wales,WAL,Historical domestic league
235,Cefn Druids,Wales,WAL,Historical domestic league
236,Connah's Quay,Wales,WAL,Historical domestic league
237,The New Saints,Wales,WAL,Historical domestic league
