event_order,match_id,uefa_match_id,season,kickoff_utc,competition,round,source_round,tie_id,leg_number,is_knockout,is_tie_decider,is_single_match_tie,stage,home_team_id,away_team_id,home_team_name,away_team_name,is_neutral
1,UEFA-2049556,2049556,2026/27,2026-09-08T16:45:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50043,AO-UEFA-52683,Club Brugge,Aston Villa,False
2,UEFA-2049558,2049558,2026/27,2026-09-08T16:45:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50129,AO-UEFA-63405,AEK Athens,LASK,False
3,UEFA-2049553,2049553,2026/27,2026-09-08T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50051,AO-UEFA-50138,Real Madrid,Inter,False
4,UEFA-2049554,2049554,2026/27,2026-09-08T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52758,AO-UEFA-70691,B. Dortmund,Villarreal,False
5,UEFA-2049555,2049555,2026/27,2026-09-08T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50064,AO-UEFA-52919,Porto,Man City,False
6,UEFA-2049557,2049557,2026/27,2026-09-08T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-75797,AO-UEFA-52265,Lille,Real Betis,False
7,UEFA-2049561,2049561,2026/27,2026-09-09T16:45:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50080,AO-UEFA-52749,Barcelona,Feyenoord,False
8,UEFA-2049564,2049564,2026/27,2026-09-09T16:45:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50107,AO-UEFA-52319,Stuttgart,Viking,False
9,UEFA-2049559,2049559,2026/27,2026-09-09T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52747,AO-UEFA-52797,Paris,S. Bratislava,False
10,UEFA-2049560,2049560,2026/27,2026-09-09T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-7889,AO-UEFA-50124,Liverpool,Atleti,False
11,UEFA-2049562,2049562,2026/27,2026-09-09T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50149,AO-UEFA-50067,Sporting CP,Galatasaray,False
12,UEFA-2049563,2049563,2026/27,2026-09-09T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50136,AO-UEFA-52280,Napoli,Arsenal,False
13,UEFA-2049567,2049567,2026/27,2026-09-10T16:45:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50062,AO-UEFA-52707,PSV,Shakhtar,False
14,UEFA-2049568,2049568,2026/27,2026-09-10T16:45:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52692,AO-UEFA-50137,Fenerbahçe,Roma,False
15,UEFA-2049565,2049565,2026/27,2026-09-10T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50037,AO-UEFA-59333,Bayern München,Bodø/Glimt,False
16,UEFA-2049566,2049566,2026/27,2026-09-10T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52682,AO-UEFA-2609356,Man Utd,Sabah,False
17,UEFA-2049569,2049569,2026/27,2026-09-10T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52498,AO-UEFA-52277,Slavia Praha,Lens,False
18,UEFA-2049570,2049570,2026/27,2026-09-10T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-79946,AO-UEFA-2603790,Como,Leipzig,False
19,UEFA-2050063,2050063,2026/27,2026-09-16T16:45:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50077,AO-UEFA-53043,Omonia,Celta,False
20,UEFA-2050065,2050065,2026/27,2026-09-16T16:45:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-2610304,AO-UEFA-50033,Ararat-Armenia,Sparta Praha,False
21,UEFA-2050057,2050057,2026/27,2026-09-16T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50109,AO-UEFA-59030,Leverkusen,Celje,False
22,UEFA-2050058,2050058,2026/27,2026-09-16T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50058,AO-UEFA-50147,Milan,Benfica,False
23,UEFA-2050059,2050059,2026/27,2026-09-16T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-2610,AO-UEFA-2600277,Olympiacos,Jagiellonia,False
24,UEFA-2050060,2050060,2026/27,2026-09-16T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50074,AO-UEFA-5312,Anderlecht,Lyon,False
25,UEFA-2050061,2050061,2026/27,2026-09-16T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50111,AO-UEFA-55031,Sturm Graz,Rennes,False
26,UEFA-2050062,2050062,2026/27,2026-09-16T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-53360,AO-UEFA-52327,Sunderland,AZ Alkmaar,False
27,UEFA-2050064,2050064,2026/27,2026-09-16T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-59340,AO-UEFA-50164,H. Beer-Sheva,GNK Dinamo,False
28,UEFA-2050072,2050072,2026/27,2026-09-17T16:45:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52953,AO-UEFA-2600431,OFI Crete,Hoffenheim,False
29,UEFA-2050074,2050074,2026/27,2026-09-17T16:45:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50044,AO-UEFA-50030,Levski Sofia,Salzburg,False
30,UEFA-2050066,2050066,2026/27,2026-09-17T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50139,AO-UEFA-52330,Juventus,N.E.C.,False
31,UEFA-2050067,2050067,2026/27,2026-09-17T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50123,AO-UEFA-2601124,Real Sociedad,Bournemouth,False
32,UEFA-2050068,2050068,2026/27,2026-09-17T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-64388,AO-UEFA-64125,Viktoria Plzeň,Union SG,False
33,UEFA-2050069,2050069,2026/27,2026-09-17T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50050,AO-UEFA-52298,Celtic,Ferencváros,False
34,UEFA-2050070,2050070,2026/27,2026-09-17T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52916,AO-UEFA-64227,Crystal Palace,Lech Poznań,False
35,UEFA-2050071,2050071,2026/27,2026-09-17T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50157,AO-UEFA-52748,Beşiktaş,Marseille,False
36,UEFA-2050073,2050073,2026/27,2026-09-17T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52314,AO-UEFA-2603107,Lillestrøm,Torreense,False
37,UEFA-2049577,2049577,2026/27,2026-10-13T16:45:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52277,AO-UEFA-50149,Lens,Sporting CP,False
38,UEFA-2049579,2049579,2026/27,2026-10-13T16:45:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-2609356,AO-UEFA-52498,Sabah,Slavia Praha,False
39,UEFA-2049571,2049571,2026/27,2026-10-13T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50138,AO-UEFA-50043,Inter,Club Brugge,False
40,UEFA-2049572,2049572,2026/27,2026-10-13T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52280,AO-UEFA-75797,Arsenal,Lille,False
41,UEFA-2049573,2049573,2026/27,2026-10-13T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50124,AO-UEFA-52682,Atleti,Man Utd,False
42,UEFA-2049574,2049574,2026/27,2026-10-13T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-2603790,AO-UEFA-50062,Leipzig,PSV,False
43,UEFA-2049575,2049575,2026/27,2026-10-13T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-70691,AO-UEFA-50136,Villarreal,Napoli,False
44,UEFA-2049576,2049576,2026/27,2026-10-13T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50067,AO-UEFA-50080,Galatasaray,Barcelona,False
45,UEFA-2049578,2049578,2026/27,2026-10-13T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52319,AO-UEFA-50037,Viking,Bayern München,False
46,UEFA-2049584,2049584,2026/27,2026-10-14T16:45:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52749,AO-UEFA-79946,Feyenoord,Como,False
47,UEFA-2049588,2049588,2026/27,2026-10-14T16:45:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-63405,AO-UEFA-7889,LASK,Liverpool,False
48,UEFA-2049580,2049580,2026/27,2026-10-14T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52919,AO-UEFA-52747,Man City,Paris,False
49,UEFA-2049581,2049581,2026/27,2026-10-14T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50137,AO-UEFA-50051,Roma,Real Madrid,False
50,UEFA-2049582,2049582,2026/27,2026-10-14T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52683,AO-UEFA-52692,Aston Villa,Fenerbahçe,False
51,UEFA-2049583,2049583,2026/27,2026-10-14T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52265,AO-UEFA-50064,Real Betis,Porto,False
52,UEFA-2049585,2049585,2026/27,2026-10-14T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-59333,AO-UEFA-52758,Bodø/Glimt,B. Dortmund,False
53,UEFA-2049586,2049586,2026/27,2026-10-14T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52707,AO-UEFA-50129,Shakhtar,AEK Athens,False
54,UEFA-2049587,2049587,2026/27,2026-10-14T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52797,AO-UEFA-50107,S. Bratislava,Stuttgart,False
55,UEFA-2050076,2050076,2026/27,2026-10-15T16:45:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-5312,AO-UEFA-52916,Lyon,Crystal Palace,False
56,UEFA-2050077,2050077,2026/27,2026-10-15T16:45:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52327,AO-UEFA-59340,AZ Alkmaar,H. Beer-Sheva,False
57,UEFA-2050080,2050080,2026/27,2026-10-15T16:45:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-64125,AO-UEFA-50123,Union SG,Real Sociedad,False
58,UEFA-2050082,2050082,2026/27,2026-10-15T16:45:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50030,AO-UEFA-50058,Salzburg,Milan,False
59,UEFA-2050083,2050083,2026/27,2026-10-15T16:45:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50033,AO-UEFA-52314,Sparta Praha,Lillestrøm,False
60,UEFA-2050085,2050085,2026/27,2026-10-15T16:45:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-64227,AO-UEFA-50109,Lech Poznań,Leverkusen,False
61,UEFA-2050087,2050087,2026/27,2026-10-15T16:45:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-59030,AO-UEFA-50077,Celje,Omonia,False
62,UEFA-2050091,2050091,2026/27,2026-10-15T16:45:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-2603107,AO-UEFA-53360,Torreense,Sunderland,False
63,UEFA-2050312,2050312,2026/27,2026-10-15T16:45:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-4608,AO-UEFA-50019,Gent,Aarhus,False
64,UEFA-2050313,2050313,2026/27,2026-10-15T16:45:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50084,AO-UEFA-50104,Panathinaikos,Borac,False
65,UEFA-2050315,2050315,2026/27,2026-10-15T16:45:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-8538,AO-UEFA-50069,Lugano,Crvena Zvezda,False
66,UEFA-2050316,2050316,2026/27,2026-10-15T16:45:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52350,AO-UEFA-52731,KuPS Kuopio,Trabzonspor,False
67,UEFA-2050321,2050321,2026/27,2026-10-15T16:45:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-2606501,AO-UEFA-87960,U. Craiova,Getafe,False
68,UEFA-2050322,2050322,2026/27,2026-10-15T16:45:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-2607924,AO-UEFA-79970,Riga,Kairat Almaty,False
69,UEFA-2050323,2050323,2026/27,2026-10-15T16:45:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52359,AO-UEFA-50143,Hajduk Split,Ajax,False
70,UEFA-2050324,2050324,2026/27,2026-10-15T16:45:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-2608297,AO-UEFA-50023,CSKA Sofia,Monaco,False
71,UEFA-2050325,2050325,2026/27,2026-10-15T16:45:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-74233,AO-UEFA-63401,Mjällby,Inter Escaldes,False
72,UEFA-2050326,2050326,2026/27,2026-10-15T16:45:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-88148,AO-UEFA-75795,Egnatia,Midtjylland,False
73,UEFA-2050075,2050075,2026/27,2026-10-15T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50147,AO-UEFA-50050,Benfica,Celtic,False
74,UEFA-2050078,2050078,2026/27,2026-10-15T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52748,AO-UEFA-2610,Marseille,Olympiacos,False
75,UEFA-2050079,2050079,2026/27,2026-10-15T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52298,AO-UEFA-64388,Ferencváros,Viktoria Plzeň,False
76,UEFA-2050081,2050081,2026/27,2026-10-15T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50164,AO-UEFA-50074,GNK Dinamo,Anderlecht,False
77,UEFA-2050084,2050084,2026/27,2026-10-15T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-55031,AO-UEFA-52953,Rennes,OFI Crete,False
78,UEFA-2050086,2050086,2026/27,2026-10-15T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-2601124,AO-UEFA-50111,Bournemouth,Sturm Graz,False
79,UEFA-2050088,2050088,2026/27,2026-10-15T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-2600277,AO-UEFA-2610304,Jagiellonia,Ararat-Armenia,False
80,UEFA-2050089,2050089,2026/27,2026-10-15T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-53043,AO-UEFA-50139,Celta,Juventus,False
81,UEFA-2050090,2050090,2026/27,2026-10-15T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-2600431,AO-UEFA-50157,Hoffenheim,Beşiktaş,False
82,UEFA-2050092,2050092,2026/27,2026-10-15T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52330,AO-UEFA-50044,N.E.C.,Levski Sofia,False
83,UEFA-2050309,2050309,2026/27,2026-10-15T19:00:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52816,AO-UEFA-2609532,Atalanta,Pafos,False
84,UEFA-2050310,2050310,2026/27,2026-10-15T19:00:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-59880,AO-UEFA-62169,Freiburg,Jablonec,False
85,UEFA-2050311,2050311,2026/27,2026-10-15T19:00:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52709,AO-UEFA-52336,Copenhagen,Braga,False
86,UEFA-2050314,2050314,2026/27,2026-10-15T19:00:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-2601105,AO-UEFA-2605907,Brighton,Kauno Žalgiris,False
87,UEFA-2050317,2050317,2026/27,2026-10-15T19:00:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52818,AO-UEFA-80409,Twente,Thun,False
88,UEFA-2050318,2050318,2026/27,2026-10-15T19:00:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52883,AO-UEFA-2605905,Sint-Truidense,Iberia Tbilisi,False
89,UEFA-2050319,2050319,2026/27,2026-10-15T19:00:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52770,AO-UEFA-2605572,Brann,L. Red Imps,False
90,UEFA-2050320,2050320,2026/27,2026-10-15T19:00:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50120,AO-UEFA-79940,Hearts,Nordsjælland,False
91,UEFA-2049595,2049595,2026/27,2026-10-20T16:45:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52692,AO-UEFA-52498,Fenerbahçe,Slavia Praha,False
92,UEFA-2049597,2049597,2026/27,2026-10-20T16:45:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-2609356,AO-UEFA-52758,Sabah,B. Dortmund,False
93,UEFA-2049589,2049589,2026/27,2026-10-20T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52747,AO-UEFA-50080,Paris,Barcelona,False
94,UEFA-2049590,2049590,2026/27,2026-10-20T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-7889,AO-UEFA-70691,Liverpool,Villarreal,False
95,UEFA-2049591,2049591,2026/27,2026-10-20T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52919,AO-UEFA-50129,Man City,AEK Athens,False
96,UEFA-2049592,2049592,2026/27,2026-10-20T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50137,AO-UEFA-52797,Roma,S. Bratislava,False
97,UEFA-2049593,2049593,2026/27,2026-10-20T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50064,AO-UEFA-50062,Porto,PSV,False
98,UEFA-2049594,2049594,2026/27,2026-10-20T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50136,AO-UEFA-59333,Napoli,Bodø/Glimt,False
99,UEFA-2049596,2049596,2026/27,2026-10-20T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50107,AO-UEFA-50124,Stuttgart,Atleti,False
100,UEFA-2049605,2049605,2026/27,2026-10-21T16:45:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-75797,AO-UEFA-50067,Lille,Galatasaray,False
101,UEFA-2049606,2049606,2026/27,2026-10-21T16:45:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-79946,AO-UEFA-52682,Como,Man Utd,False
102,UEFA-2049598,2049598,2026/27,2026-10-21T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50037,AO-UEFA-52280,Bayern München,Arsenal,False
103,UEFA-2049599,2049599,2026/27,2026-10-21T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50051,AO-UEFA-2603790,Real Madrid,Leipzig,False
104,UEFA-2049600,2049600,2026/27,2026-10-21T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50138,AO-UEFA-52707,Inter,Shakhtar,False
105,UEFA-2049601,2049601,2026/27,2026-10-21T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50149,AO-UEFA-63405,Sporting CP,LASK,False
106,UEFA-2049602,2049602,2026/27,2026-10-21T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52683,AO-UEFA-52319,Aston Villa,Viking,False
107,UEFA-2049603,2049603,2026/27,2026-10-21T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50043,AO-UEFA-52277,Club Brugge,Lens,False
108,UEFA-2049604,2049604,2026/27,2026-10-21T19:00:00Z,UCL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52265,AO-UEFA-52749,Real Betis,Feyenoord,False
109,UEFA-2050336,2050336,2026/27,2026-10-22T14:30:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-79970,AO-UEFA-50084,Kairat Almaty,Panathinaikos,False
110,UEFA-2050093,2050093,2026/27,2026-10-22T16:45:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50139,AO-UEFA-55031,Juventus,Rennes,False
111,UEFA-2050095,2050095,2026/27,2026-10-22T16:45:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52298,AO-UEFA-2603107,Ferencváros,Torreense,False
112,UEFA-2050097,2050097,2026/27,2026-10-22T16:45:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-64125,AO-UEFA-59340,Union SG,H. Beer-Sheva,False
113,UEFA-2050098,2050098,2026/27,2026-10-22T16:45:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50164,AO-UEFA-52330,GNK Dinamo,N.E.C.,False
114,UEFA-2050100,2050100,2026/27,2026-10-22T16:45:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50111,AO-UEFA-52748,Sturm Graz,Marseille,False
115,UEFA-2050101,2050101,2026/27,2026-10-22T16:45:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-64227,AO-UEFA-53360,Lech Poznań,Sunderland,False
116,UEFA-2050108,2050108,2026/27,2026-10-22T16:45:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52953,AO-UEFA-50109,OFI Crete,Leverkusen,False
117,UEFA-2050110,2050110,2026/27,2026-10-22T16:45:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-2610304,AO-UEFA-52327,Ararat-Armenia,AZ Alkmaar,False
118,UEFA-2050331,2050331,2026/27,2026-10-22T16:45:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50069,AO-UEFA-52709,Crvena Zvezda,Copenhagen,False
119,UEFA-2050332,2050332,2026/27,2026-10-22T16:45:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-2609532,AO-UEFA-2607924,Pafos,Riga,False
120,UEFA-2050333,2050333,2026/27,2026-10-22T16:45:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-87960,AO-UEFA-8538,Getafe,Lugano,False
121,UEFA-2050337,2050337,2026/27,2026-10-22T16:45:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52731,AO-UEFA-50120,Trabzonspor,Hearts,False
122,UEFA-2050338,2050338,2026/27,2026-10-22T16:45:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-62169,AO-UEFA-2601105,Jablonec,Brighton,False
123,UEFA-2050339,2050339,2026/27,2026-10-22T16:45:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-79940,AO-UEFA-2608297,Nordsjælland,CSKA Sofia,False
124,UEFA-2050341,2050341,2026/27,2026-10-22T16:45:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-63401,AO-UEFA-2606501,Inter Escaldes,U. Craiova,False
125,UEFA-2050343,2050343,2026/27,2026-10-22T16:45:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-2605907,AO-UEFA-52770,Kauno Žalgiris,Brann,False
126,UEFA-2050344,2050344,2026/27,2026-10-22T16:45:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-2605905,AO-UEFA-74233,Iberia Tbilisi,Mjällby,False
127,UEFA-2050094,2050094,2026/27,2026-10-22T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-2610,AO-UEFA-50033,Olympiacos,Sparta Praha,False
128,UEFA-2050096,2050096,2026/27,2026-10-22T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-64388,AO-UEFA-50044,Viktoria Plzeň,Levski Sofia,False
129,UEFA-2050099,2050099,2026/27,2026-10-22T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50050,AO-UEFA-53043,Celtic,Celta,False
130,UEFA-2050102,2050102,2026/27,2026-10-22T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-2601124,AO-UEFA-50058,Bournemouth,Milan,False
131,UEFA-2050103,2050103,2026/27,2026-10-22T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-59030,AO-UEFA-50030,Celje,Salzburg,False
132,UEFA-2050104,2050104,2026/27,2026-10-22T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-2600277,AO-UEFA-50074,Jagiellonia,Anderlecht,False
133,UEFA-2050105,2050105,2026/27,2026-10-22T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50077,AO-UEFA-50147,Omonia,Benfica,False
134,UEFA-2050106,2050106,2026/27,2026-10-22T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-2600431,AO-UEFA-5312,Hoffenheim,Lyon,False
135,UEFA-2050107,2050107,2026/27,2026-10-22T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-50157,AO-UEFA-52916,Beşiktaş,Crystal Palace,False
136,UEFA-2050109,2050109,2026/27,2026-10-22T19:00:00Z,UEL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52314,AO-UEFA-50123,Lillestrøm,Real Sociedad,False
137,UEFA-2050327,2050327,2026/27,2026-10-22T19:00:00Z,UECL,League Stage,League phase,,0,False,False,False,LEAGUE,AO-UEFA-52336,AO-UEFA-4608,Braga,Gent,False
